id,SentLen,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,0.48717948717948717,0.21911307478317776,0.4010429870861614,0.5924349959865265,0.21462472114382403,0.4437731858926449,0.22877295276613596,0.1074667869477845,0.4116214353195016
1,0.48717948717948717,0.0914743904434625,0.267271724505869,0.5177640291492538,0.2708555321813272,0.33437742216391464,0.3156821783979784,0.295662640518395,0.24366889764245497
2,0.3333333333333333,0.19890361642938958,0.2480518221793374,0.5857357044063862,0.1708791402331863,0.28270598571656813,0.336356636951477,0.3430961946830173,0.2916084059904967
3,0.051282051282051266,0.24804450990018,0.7407637211134581,0.6796435512399035,0.4499967285140647,0.8950298272416877,0.5269708912799993,0.0,0.6607684438538279
4,0.2564102564102564,0.16740304369170345,0.731289176522703,0.506390318894788,0.4413318716504988,0.7620396607433513,0.21988874939331082,0.01358270605214168,1.0
5,0.3333333333333333,0.0829651448208149,0.34356967955450957,0.48653701951844974,0.2816048482906882,0.42651493226408055,0.2802704182016944,0.17209358444707884,0.3493818711821101
6,0.41025641025641024,0.29927912564917447,0.3205288313536808,0.5164955846209911,0.300320007639709,0.3753775185753474,0.3488342577610122,0.2682073320604578,0.28656356426721236
7,0.20512820512820512,0.26165930289641626,0.2931891160603102,0.5809415062291983,0.3114089583456088,0.3362551130737207,0.2940055037462055,0.22462918662685655,0.26224322668636396
8,0.641025641025641,0.33763471024148484,0.10974198097420385,0.49499483614506223,0.11174125841114191,0.14001055759036252,0.18529935870293213,0.476016252452975,0.10111571718028434
9,0.4615384615384615,0.08580156002836403,0.6814964025841663,0.4179613299514897,0.32735033643856637,0.7276422290114797,0.2875422652530224,0.07057366865742593,0.5313813515008479
10,0.3846153846153846,0.30420553100965486,0.24887575690891073,0.5897672467597208,0.15934215675384478,0.28558108665810256,0.27968837248027256,0.3590304688503811,0.22058538887466467
11,0.10256410256410256,0.43670664141945437,0.42781181687204717,0.613327114860625,0.3296199921295515,0.5105562449743553,0.421249364393651,0.30148766495354945,0.3517769070044527
12,0.10256410256410256,0.2640905159314585,0.5877909619506789,0.6467295505609711,0.21064244012289357,0.680302109660968,0.3118431399651085,0.34481856590695353,0.5715800948451861
13,0.5128205128205128,0.16990743705221512,0.23684357821231417,0.5792653512962396,0.1306531327821896,0.2636175627271108,0.17759007502861524,0.245494588749621,0.28993390245322676
14,0.1282051282051282,0.4914089347079038,0.17499805840837002,0.5483756671994753,0.07182868484873572,0.2566465020001476,0.14762588331059923,0.4045594454392512,0.17689362900784117
15,0.4615384615384615,0.3532349938830056,0.14300046010327105,0.49468989103361816,0.11567094276474099,0.13490195619131484,0.20325091740833523,0.4135016773577754,0.12334168067110735
16,0.2564102564102564,0.28260513827524125,0.26080985676195945,0.4496649634452754,0.23874562222211204,0.3018346150059117,0.21719794376835622,0.16316411856184182,0.2807624508282049
17,0.846153846153846,0.42900780014182094,0.16918574520380647,0.5215757575904734,0.14072929119803923,0.1635507479505015,0.13521672807924712,0.2837022038220616,0.21394732261486932
18,0.641025641025641,0.3108913668560207,0.3894023955691409,0.4067728614394692,0.21791512783552391,0.40953934410362713,0.2780447626189526,0.13915860285209852,0.3763098791150464
19,0.5641025641025641,0.24055637375225014,0.17475135757207738,0.3806582057390404,0.17599331389892725,0.19743028119382156,0.22673343196552143,0.40991618419983017,0.1533218841706931
20,0.4615384615384615,0.3443205460878509,0.28472799857774134,0.42111604441129824,0.34269355731213125,0.3515833909694369,0.3882505345647671,0.33246605210983976,0.26665455361106355
21,0.358974358974359,0.5189388470164699,0.09275060043113681,0.49503725358031403,0.14929549898209282,0.14551339535738872,0.30775838369424346,0.5626575773930602,0.24201521650210972
22,0.3333333333333333,0.23400425462281138,0.42046097629790313,0.5989595686211002,0.22870154430764877,0.4241139824078588,0.27958703538346663,0.10205067399560502,0.35940204290276107
23,0.07692307692307693,0.2480445099001799,0.21061385348062023,0.4734216376720619,0.17504137163582867,0.2831755164382389,0.37337913063419204,0.36131932579022125,0.2518118421751003
24,0.10256410256410256,0.37835752857844174,0.45917373478110124,0.6063033971324754,0.23887615375439497,0.6034533895273329,0.37339763120762526,0.10768721137515264,0.4937014415320696
25,0.23076923076923078,0.21060382916053022,0.23851554688794185,0.4987609011294514,0.19567265709138537,0.2591136484502313,0.24517772515569813,0.2453144542248034,0.25790876733455687
26,0.1282051282051282,0.37440680739649823,0.2684999466425443,0.5410900414842614,0.17598497965697668,0.31824335205787746,0.31691846394372836,0.2663828626772356,0.3198374589526994
27,0.17948717948717946,0.20039273441335304,0.4067787575651328,0.4673364292653135,0.27435281022848035,0.4410650362629409,0.23255173784793803,0.17894249259576384,0.35027609972605916
28,0.15384615384615383,0.377006854670085,0.12703767862723703,0.4692392054241279,0.1295654752586589,0.1877928273136087,0.12152157419577936,0.33032418222542176,0.14130201070660842
29,0.6153846153846154,0.46714182682109384,0.15323736034702173,0.6073289052751218,0.09242125258025835,0.14919633892887008,0.09953581623344165,0.3887639905677805,0.22091143875217006
30,0.3333333333333333,0.3276059564719359,0.14931623988156362,0.4897275085715598,0.15577194261116822,0.18989806459017122,0.1717937092292019,0.3945624494674927,0.1513616023377024
31,0.5128205128205128,0.08851465283558513,0.21019328533672277,0.2831939886052246,0.25526799261905386,0.2495768847131007,0.2608616934620487,0.3320193386200066,0.20072468595516907
