id,SentLen,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,22.0,0.18181818181818182,1.2222222222222223,1056.138888888889,119.94444444444444,144.94444444444446,119.94444444444444,101.05555555555556,159.83333333333334
1,22.0,0.22727272727272727,1.2352941176470589,938.5294117647059,150.76470588235293,164.7058823529412,140.1764705882353,115.6470588235294,181.11764705882354
2,16.0,0.375,1.3,957.55,118.4,132.2,101.6,73.2,144.7
3,5.0,0.0,1.8,951.3,170.2,244.0,136.8,54.0,295.4
4,13.0,0.23076923076923078,1.9,971.9,139.6,193.1,98.2,53.2,316.4
5,16.0,0.25,1.4166666666666667,914.1944444444445,129.66666666666666,170.25,118.58333333333333,72.25,176.58333333333334
6,19.0,0.3684210526315789,1.5,944.4027777777778,156.25,188.0,133.75,81.08333333333333,188.0
7,11.0,0.36363636363636365,1.7142857142857142,902.7142857142857,158.85714285714286,180.42857142857142,104.42857142857143,39.857142857142854,223.71428571428572
8,28.0,0.21428571428571427,1.9090909090909092,992.5303030303031,129.8181818181818,225.9090909090909,126.9090909090909,40.54545454545455,282.54545454545456
9,21.0,0.09523809523809523,1.2105263157894737,882.9824561403508,133.52631578947367,140.94736842105263,108.94736842105263,90.42105263157895,140.94736842105263
10,18.0,0.16666666666666666,1.1333333333333333,932.8666666666667,119.2,128.4,111.0,96.86666666666666,146.4
11,7.0,0.2857142857142857,1.4,912.9,127.0,171.8,127.0,60.2,171.8
12,7.0,0.42857142857142855,1.75,971.0416666666666,111.0,180.5,96.75,66.0,210.25
13,23.0,0.17391304347826086,1.5789473684210527,1020.4473684210526,112.3157894736842,176.1578947368421,103.42105263157895,57.31578947368421,191.42105263157896
14,8.0,0.375,1.0,942.6,109.0,109.0,109.0,109.0,131.8
15,21.0,0.2857142857142857,1.0666666666666667,884.2666666666667,110.2,117.06666666666666,110.2,103.06666666666666,133.86666666666667
16,13.0,0.38461538461538464,1.375,899.25,146.5,176.5,134.75,84.125,184.25
17,36.0,0.3888888888888889,1.2272727272727273,1001.2045454545455,132.77272727272728,138.0909090909091,117.95454545454545,88.54545454545455,147.04545454545453
18,28.0,0.39285714285714285,1.6470588235294117,905.2058823529412,125.17647058823529,199.8235294117647,113.3529411764706,63.588235294117645,199.8235294117647
19,25.0,0.28,1.1666666666666667,954.6574074074075,120.33333333333333,130.33333333333334,112.72222222222223,100.11111111111111,146.38888888888889
20,21.0,0.3333333333333333,2.0714285714285716,1007.9714285714286,149.28571428571428,244.0,122.42857142857143,36.214285714285715,252.21428571428572
21,17.0,0.35294117647058826,1.1818181818181819,973.0,127.72727272727273,142.45454545454547,115.54545454545455,100.0,163.9090909090909
22,16.0,0.25,1.0833333333333333,793.7083333333334,133.08333333333334,133.08333333333334,122.16666666666667,112.41666666666667,148.33333333333334
23,6.0,0.16666666666666666,1.0,854.2,120.0,120.0,120.0,120.0,131.2
24,7.0,0.2857142857142857,1.4,828.4,151.0,174.6,124.2,85.0,196.2
25,12.0,0.3333333333333333,1.5,935.4791666666667,137.25,165.75,108.0,81.25,306.125
26,8.0,0.375,1.6,1008.7,142.0,159.0,101.0,48.4,185.2
27,10.0,0.2,1.375,822.3541666666666,147.625,172.75,126.625,105.625,313.625
28,9.0,0.4444444444444444,1.6,891.3666666666668,128.4,153.4,97.6,64.4,153.4
29,27.0,0.3333333333333333,1.2777777777777777,1177.2777777777778,108.5,137.66666666666666,104.22222222222223,76.22222222222223,212.83333333333334
30,16.0,0.3125,1.3636363636363635,1159.1818181818182,126.27272727272727,149.72727272727272,110.36363636363636,70.36363636363636,149.72727272727272
31,23.0,0.17391304347826086,1.368421052631579,974.8157894736842,154.78947368421052,162.89473684210526,128.73684210526315,78.89473684210526,162.89473684210526
32,17.0,0.29411764705882354,1.0833333333333333,1037.625,173.08333333333334,173.08333333333334,165.66666666666666,157.25,173.08333333333334
33,21.0,0.3333333333333333,1.3571428571428572,1041.452380952381,155.42857142857142,185.5,147.21428571428572,111.0,201.57142857142858
34,5.0,0.0,2.2,1030.8666666666668,224.6,282.8,144.4,53.8,282.8
35,26.0,0.23076923076923078,1.25,1041.875,124.25,138.75,112.05,89.9,148.25
36,28.0,0.21428571428571427,1.2727272727272727,847.2575757575756,123.72727272727273,139.0909090909091,105.04545454545455,78.63636363636364,139.0909090909091
37,11.0,0.18181818181818182,1.2222222222222223,1041.0555555555557,133.0,160.22222222222223,133.0,100.0,170.88888888888889
38,22.0,0.36363636363636365,1.3571428571428572,936.3214285714286,124.35714285714286,147.42857142857142,106.07142857142857,66.71428571428571,147.42857142857142
39,17.0,0.4117647058823529,1.4,889.9166666666666,112.2,148.6,100.5,71.3,177.6
40,3.0,0.3333333333333333,2.0,939.25,247.5,247.5,101.5,0.0,247.5
