id,SentLen,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,22.0,0.25378787878787873,2.1585450042590133,851.4717783290216,143.07260164299637,262.4097549838649,116.25181601880519,48.1634910908808,331.6794808712959
1,22.0,0.19696969696969693,1.8403322951987813,829.815578995487,152.35418018084428,230.03764563573972,121.84425693523023,63.68158969728242,258.83927767744524
2,16.0,0.24479166666666666,1.7946123321123322,849.5288385225886,135.85186202686202,214.74716880341882,123.17461843711844,67.59282661782662,279.63041056166054
3,5.0,0.26666666666666666,2.966666666666667,876.7641501322751,181.9236111111111,395.9444444444444,135.44027777777777,39.30208333333333,439.73333333333335
4,13.0,0.23076923076923073,2.9441287878787876,826.5169564268339,180.49337121212122,356.5903409090909,115.68013468013469,40.422074915824915,586.8564183501684
5,16.0,0.19318181818181818,2.021828518703519,820.7590691657879,154.1284854034854,257.30273754023756,119.5655785187035,53.492434301809304,304.68648296148297
6,19.0,0.28947368421052627,1.96701935727671,829.4477025809838,157.2176498338263,242.17028733113293,123.97752925179395,61.417702497665736,277.4424871084797
7,11.0,0.2727272727272727,1.9019841269841269,848.1384171075838,159.04801587301588,230.59328703703704,120.44940476190476,57.82437169312169,266.89487433862433
8,28.0,0.306547619047619,1.4656033326408713,823.2120193625032,126.09043613657583,172.5211095363185,113.4543741539678,78.55303920544826,197.01465284944388
9,21.0,0.1944444444444444,2.825682619539043,800.8706323931254,161.67933400699462,346.411542540993,120.03350784027062,45.12138874555671,383.61877723311545
10,18.0,0.2916666666666667,1.7965722934472934,850.6980732134379,133.94754273504273,215.5979611823362,119.528125,68.90672186609687,248.82807158119658
11,7.0,0.3506493506493506,2.2222222222222223,857.5309457671957,162.05396825396826,282.1720238095238,128.6373015873016,64.16190476190476,305.7251984126984
12,7.0,0.2738095238095238,2.602777777777778,867.2183763227513,142.4152777777778,332.40277777777777,121.59722222222223,67.73484848484848,401.05277777777775
13,23.0,0.23188405797101444,1.7679503599685489,847.6522958360976,129.21207077129097,209.09857241142072,112.95829663005553,59.544873826723666,278.9041864772225
14,8.0,0.375,1.6208333333333333,838.6936177248677,119.50238095238096,207.0357142857143,111.03015873015873,72.6609126984127,229.8791666666667
15,21.0,0.31349206349206343,1.5447180134680136,823.1235786686307,126.73907828282829,171.00938552188552,114.60952230639731,73.39826388888888,206.65394570707068
16,13.0,0.282051282051282,1.8249609187109188,810.0653734768317,147.0540494227994,220.40766293891295,115.50698653198653,52.75613576238576,274.92657227032225
17,36.0,0.34722222222222227,1.6070071056738569,830.9210628860096,130.87526313809022,179.48706132859954,110.23165354328641,62.69536586446196,245.94917435305535
18,28.0,0.2946428571428571,2.130854571424298,797.6257339460311,143.6157232442499,252.27936572538715,119.42236187793488,50.77670873031487,316.36502974957807
19,25.0,0.26333333333333336,1.6202464857553867,790.0519175977364,136.69601852503362,189.5126045254625,116.12057679198739,73.10261424878298,219.65621494876527
20,21.0,0.3095238095238095,1.8818569706437354,801.7855679842352,164.21191902460285,235.12919109077197,126.51389058245677,66.71629508155245,268.8080454880087
21,17.0,0.38725490196078427,1.4251845376845378,823.2243213383839,132.28921980796983,174.14949494949497,121.33437604062605,85.69723817848818,258.12208416583417
22,16.0,0.2604166666666667,2.204736172917991,853.3640458531369,145.39615233251595,256.592254714982,119.52160415342233,47.71689371234825,309.0321829685466
23,6.0,0.2666666666666666,1.7055555555555557,816.9553240740742,136.5388888888889,214.8861111111111,125.55694444444445,69.09545454545454,262.37083333333334
24,7.0,0.3246753246753247,2.296825396825397,855.4939153439153,147.07559523809525,309.66190476190474,125.55813492063491,48.181666666666665,367.27718253968254
25,12.0,0.25,1.7719276094276095,824.3042598605098,139.9443332130832,207.76578583453582,117.30743145743146,59.530020442520446,265.01504028379026
26,8.0,0.3229166666666667,1.8432539682539684,836.5806283068783,136.69464285714284,225.26329365079366,121.92380952380954,61.26726190476191,291.87321428571425
27,10.0,0.24545454545454548,2.1721891534391533,815.19048170194,152.93144841269842,261.6083664021164,116.49497354497355,54.057175925925925,305.07430555555555
28,9.0,0.32407407407407407,1.506746031746032,815.742328042328,129.0325396825397,186.6607142857143,109.35039682539683,66.53968253968254,214.44325396825397
29,27.0,0.36419753086419754,1.5690693703746437,855.7913349394552,122.90143444582257,175.2393420144564,107.93565573763196,71.35846409724581,248.9694778359475
30,16.0,0.3020833333333333,1.5597418784918784,821.6843801645886,133.35823551448553,187.2836906149406,112.58531167906169,71.83658864283863,218.8060501998002
31,23.0,0.19565217391304346,1.7045551155071281,761.7851814948467,149.78126739531538,204.94369155955846,118.31666454460571,66.67946034873279,240.2145807924446
32,17.0,0.2892156862745098,1.5227175602175602,791.2153182465682,139.51662781662782,190.1177253302253,125.47533993783993,83.38281857031858,229.59142385392386
33,21.0,0.3174603174603174,1.5306035875888817,802.1898522453853,130.45477582058464,178.1716341664871,119.99824593298858,78.10714285714285,207.77921604539253
34,5.0,0.20000000000000004,2.9916666666666667,799.4038888888889,192.60833333333335,376.26666666666665,123.96666666666665,50.83571428571429,408.66249999999997
35,26.0,0.282051282051282,1.9081701440544319,799.8586831306153,149.24509245484478,217.4421364518694,113.22555369037566,58.39484865517179,243.85354005836783
36,28.0,0.24702380952380945,1.8540606374302027,761.4811229946389,140.65832585828866,217.75775852675167,113.03051984581016,59.87618082384816,243.8041919625315
37,11.0,0.22727272727272727,1.7697089947089948,798.1185890652558,152.63597883597882,230.77748015873019,129.05304232804232,70.53961640211641,264.3034060846561
38,22.0,0.3371212121212121,1.6539290502525796,788.8538008484496,146.80097627726303,196.7523609016256,116.28500757140462,68.62931712214801,228.30484487598457
39,17.0,0.2892156862745098,1.4645770895770898,825.3468843656343,110.72512487512488,161.01937784437783,104.54948384948385,76.88768592518592,230.82041014541016
40,3.0,0.5555555555555555,2.2878787878787876,837.2474747474748,261.56060606060606,374.40909090909093,165.87878787878788,110.03333333333333,419.72727272727275
41,6.0,0.3333333333333333,1.9575757575757577,813.7332070707071,181.74545454545455,266.53636363636366,134.60454545454547,75.11,293.97121212121215
42,9.0,0.2626262626262626,1.745436507936508,805.3948346560846,153.31286375661375,215.0308201058201,119.8360119047619,76.54183201058201,273.8652116402116
43,6.0,0.38888888888888884,1.45,849.6703703703703,150.92222222222222,228.28194444444443,142.84305555555557,119.28484848484847,295.4638888888889
44,11.0,0.39393939393939387,1.6440145502645505,816.799363425926,136.7219246031746,209.5568783068783,124.34090608465608,73.10532407407408,253.8969246031746
45,19.0,0.3947368421052631,1.9520849520849521,777.4510579698081,172.11593961593962,239.7826294076294,122.05416574166576,58.74650118400118,277.0527713027713
46,11.0,0.22727272727272727,1.6537698412698412,780.5814781746031,125.28968253968253,193.86693121693122,110.05813492063493,62.695965608465606,251.51362433862434
47,7.0,0.3095238095238095,2.0013888888888887,789.0983796296296,160.44305555555556,266.125,132.79861111111111,80.69166666666668,326.69166666666666
48,12.0,0.3263888888888889,1.6932208994708995,787.5980268959437,139.69705687830688,204.4432208994709,115.36858465608465,60.992625661375655,237.37222222222223
49,9.0,0.2424242424242424,1.9196097883597885,810.918289792769,127.46256613756613,224.96378968253967,109.36220238095238,58.453835978835976,279.03224206349205
50,6.0,0.34848484848484845,2.0416666666666665,863.4221230158731,145.10833333333332,261.17777777777775,121.94444444444444,67.9151515151515,317.7583333333333
51,29.0,0.2902298850574712,1.624931915910177,784.9947969786855,125.43939168922866,174.0890393905611,107.76810784626002,64.73750126081647,205.36983450124754
52,23.0,0.3188405797101449,1.5281458855472012,783.9734323298034,111.36666943093026,162.60352873605584,103.61667803086146,65.07304489778367,219.09665954100936
53,10.0,0.27499999999999997,1.566633597883598,783.0663993606703,146.95453042328043,183.95949074074073,110.4608134920635,66.09953703703704,202.30737433862433
54,24.0,0.3611111111111111,1.754178767210888,782.517246923595,144.67019283140607,202.2146629102608,116.91987182243567,66.75173252780644,225.91655191822568
55,31.0,0.3763440860215053,1.6352327625934437,738.0322587266259,138.4170377921442,192.6710712790821,113.30099081774779,73.63182926679444,218.69843676490348
56,9.0,0.2323232323232323,1.8078703703703702,839.4822089947089,124.80423280423281,211.6122685185185,117.05853174603175,58.97751322751322,292.27430555555554
57,13.0,0.282051282051282,1.992183742183742,812.5062454906205,132.63637566137567,245.09992183742182,117.68726851851852,65.68911435786437,301.0447450697451
