id,SentLen,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,0.520947781316928,-0.9819051302069964,1.5208567464313256,0.8947997890244196,0.07575303141288534,1.2479822335092956,-0.07838828604560433,-2.1594064467502316,1.5874910373218587
1,0.520947781316928,-1.8361876763073766,0.4945467971425128,0.5389989361981792,0.5083708484640141,0.5719752555154178,0.6219704144484941,-0.7278455464808649,0.3014006190913117
2,-0.224409469511604,-1.117166533339556,0.3470892894417179,0.8628782302378574,-0.2608083193841269,0.25267357132963614,0.7885757065872633,-0.3670298312854973,0.6684956519728885
3,-1.590897762697246,-0.7882677530909094,4.12723694040341,1.3103411921579293,1.8866129878083695,4.036505554891974,2.324642222962519,-2.976880622472729,3.4953251483070895
4,-0.59708809492587,-1.3279990847809964,4.054547042805739,0.48480416706981766,1.8199489758154386,3.2146978587514305,-0.1499817110690272,-2.873560222287596,6.092978389843401
5,-0.224409469511604,-1.8931398460474014,1.0799143033347327,0.3902048716715174,0.5910718727640679,1.141335508963109,0.3366044573481765,-1.6678058367776862,1.1108938499315533
6,0.14826915590266201,-0.44535574160359936,0.9031420183727789,0.532954905110405,0.7350589722554383,0.8253337981851212,0.8891267152044925,-0.936691519160443,0.6298649608768031
7,-0.845540511868714,-0.697144281506869,0.6933882844609965,0.8400342806773959,0.8203730120009148,0.5835783753646667,0.447288755743358,-1.2681800611520926,0.4436328648128209
8,1.26630503214546,-0.1886427659709285,-0.7140412058183065,0.43050565383970335,-0.715791999449086,-0.6291074214000217,-0.42872059682801616,0.644061295085272,-0.7901951496682069
9,0.396721572845506,-1.8741557894673937,3.672530619322139,0.06344750043988194,0.9430197258596631,3.00214023235674,0.3952046958617952,-2.4400435842399477,2.504548217994471
10,0.02404294743124,-0.4123834328067416,0.35341062030318066,0.8820881891854557,-0.3495693476548886,0.2704401486875455,0.3319140371756406,-0.245821614210663,0.12463949445453142
11,-1.342445345754402,0.474443210287938,1.726230574936408,0.9943489716264188,0.9604815670171167,1.6606656173280891,1.4726844400450942,-0.6835359771345242,1.1292337491973605
