id,SentLen,omissionRate,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT
0,22.0,0.18181818181818182,2.2222222222222223,548.5333333333333,146.44444444444446,239.16666666666666,115.16666666666667,56.333333333333336,360.8333333333333
1,22.0,0.09090909090909091,2.55,539.1858333333333,159.65,290.65,109.05,29.6,327.25
2,16.0,0.1875,1.8461538461538463,593.3076923076923,120.92307692307692,189.46153846153845,113.6923076923077,58.46153846153846,226.53846153846155
3,5.0,0.0,3.2,609.5428571428572,94.4,415.2,94.4,15.6,453.0
4,13.0,0.23076923076923078,4.1,541.7698268398268,231.6,456.5,85.4,24.7,800.2
5,16.0,0.0625,2.3333333333333335,564.1366666666667,121.93333333333334,289.8666666666667,112.86666666666666,41.8,380.2
6,19.0,0.15789473684210525,2.1875,560.6822916666667,115.75,254.9375,115.75,50.6875,296.6875
7,11.0,0.2727272727272727,2.625,558.8511904761905,136.625,280.75,106.375,40.625,318.5
8,28.0,0.2857142857142857,1.6,555.1375,117.45,179.1,93.75,53.9,202.7
9,21.0,0.09523809523809523,3.5789473684210527,553.9526315789474,156.0,430.7894736842105,113.36842105263158,38.94736842105263,471.89473684210526
10,18.0,0.3333333333333333,2.5,608.3888888888888,122.5,277.3333333333333,100.16666666666667,30.5,321.1666666666667
11,7.0,0.2857142857142857,3.4,576.3399999999999,183.4,390.8,120.2,40.0,430.8
12,7.0,0.2857142857142857,1.8,607.1,76.4,184.6,76.4,50.2,259.2
13,23.0,0.17391304347826086,2.5789473684210527,560.6271929824562,135.3684210526316,281.1578947368421,112.05263157894737,36.8421052631579,402.94736842105266
14,8.0,0.5,1.75,542.625,88.5,205.0,88.5,39.5,205.0
15,21.0,0.23809523809523808,2.375,555.5572916666667,105.375,225.375,96.25,21.25,248.5
16,13.0,0.38461538461538464,2.375,552.25,140.125,292.375,100.5,14.0,309.25
17,36.0,0.2777777777777778,2.4615384615384617,555.816391941392,123.42307692307692,258.1923076923077,105.6923076923077,25.423076923076923,339.5769230769231
18,28.0,0.07142857142857142,3.1538461538461537,532.3044871794872,123.38461538461539,343.34615384615387,108.1923076923077,20.153846153846153,370.9230769230769
19,25.0,0.32,1.8823529411764706,555.9450980392156,103.88235294117646,202.88235294117646,103.88235294117646,67.52941176470588,215.47058823529412
20,21.0,0.38095238095238093,2.6153846153846154,572.1978021978022,205.3846153846154,300.53846153846155,113.6923076923077,50.07692307692308,309.9230769230769
21,17.0,0.4117647058823529,1.9,577.4333333333334,119.9,226.4,113.9,51.1,400.1
22,16.0,0.125,2.7142857142857144,582.6678571428572,141.28571428571428,299.0,115.28571428571429,24.785714285714285,324.14285714285717
23,6.0,0.16666666666666666,2.2,546.6666666666667,74.8,223.6,74.8,0.0,276.6
24,7.0,0.2857142857142857,4.4,581.6333333333333,85.8,522.2,85.8,0.0,718.6
25,12.0,0.25,1.8888888888888888,563.1666666666666,126.44444444444444,187.55555555555554,111.66666666666667,52.666666666666664,239.66666666666666
26,8.0,0.5,2.25,568.4583333333334,115.0,271.75,115.0,55.0,337.0
27,10.0,0.3,2.2857142857142856,577.5714285714286,142.28571428571428,214.71428571428572,99.42857142857143,27.0,253.0
28,9.0,0.4444444444444444,2.0,540.8,94.8,222.8,94.8,21.2,222.8
29,27.0,0.2962962962962963,1.8421052631578947,555.7175438596491,117.47368421052632,178.73684210526315,92.89473684210526,51.1578947368421,239.6315789473684
30,16.0,0.25,1.3333333333333333,579.25,84.75,143.83333333333334,84.75,63.0,211.75
31,23.0,0.13043478260869565,2.15,520.6291666666666,151.95,232.85,109.6,46.5,258.7
32,17.0,0.23529411764705882,2.0,540.1320512820513,84.46153846153847,182.53846153846155,84.46153846153847,44.07692307692308,300.6923076923077
33,21.0,0.19047619047619047,2.4705882352941178,523.2803921568627,132.0,256.94117647058823,107.76470588235294,42.294117647058826,313.70588235294116
34,5.0,0.0,3.8,559.5466666666667,131.0,434.6,90.6,0.0,507.6
35,26.0,0.2692307692307692,1.7894736842105263,570.2280701754386,139.94736842105263,181.94736842105263,96.0,48.68421052631579,213.94736842105263
36,28.0,0.25,1.9047619047619047,556.6031746031747,137.23809523809524,215.0952380952381,107.80952380952381,60.57142857142857,220.0
37,11.0,0.09090909090909091,1.9,559.8,123.7,194.8,109.8,53.3,225.1
38,22.0,0.4090909090909091,1.7692307692307692,537.3269230769231,126.07692307692308,203.53846153846155,111.53846153846153,63.76923076923077,212.23076923076923
39,17.0,0.29411764705882354,2.25,565.7916666666666,94.66666666666667,201.83333333333334,87.41666666666667,44.0,219.5
40,3.0,0.0,2.0,572.1111111111112,201.66666666666666,325.3333333333333,173.0,92.33333333333333,476.3333333333333
41,6.0,0.16666666666666666,1.8,543.0333333333333,113.8,248.0,113.8,35.6,248.0
42,9.0,0.1111111111111111,1.375,566.7083333333334,134.375,149.875,115.0,81.5,189.375
43,6.0,0.5,2.6666666666666665,572.111111111111,132.66666666666666,415.0,110.66666666666667,0.0,524.6666666666666
44,11.0,0.2727272727272727,2.625,542.8895833333333,147.875,340.5,101.625,52.625,519.375
45,19.0,0.3684210526315789,2.25,561.0222222222222,190.25,272.5833333333333,115.41666666666667,41.5,436.6666666666667
46,11.0,0.2727272727272727,1.75,544.7708333333333,80.0,176.125,80.0,30.5,218.125
47,7.0,0.2857142857142857,2.0,545.0666666666667,127.2,221.8,93.2,22.6,382.0
48,12.0,0.25,1.8888888888888888,556.3055555555555,151.33333333333334,197.55555555555554,93.22222222222223,52.0,273.55555555555554
49,9.0,0.3333333333333333,1.6666666666666667,545.75,95.66666666666667,152.5,79.66666666666667,26.0,231.66666666666666
50,6.0,0.3333333333333333,1.0,648.25,119.75,119.75,119.75,119.75,143.75
51,29.0,0.4827586206896552,1.4,633.6866666666666,94.73333333333333,131.93333333333334,94.73333333333333,75.73333333333333,145.6
52,23.0,0.34782608695652173,1.4,578.1,105.26666666666667,142.0,99.66666666666667,73.46666666666667,191.8
53,10.0,0.3,1.1428571428571428,615.7142857142857,93.42857142857143,105.0,93.42857142857143,84.57142857142857,121.28571428571429
54,24.0,0.375,1.6,566.8333333333334,107.0,147.6,96.46666666666667,47.13333333333333,151.8
55,31.0,0.4838709677419355,1.5,549.1145833333333,111.3125,164.5,98.75,65.375,192.625
56,9.0,0.2222222222222222,2.2857142857142856,607.1285714285714,118.85714285714286,263.42857142857144,118.85714285714286,59.57142857142857,362.42857142857144
57,13.0,0.15384615384615385,2.6363636363636362,607.380303030303,108.0,290.6363636363636,108.0,42.81818181818182,479.09090909090907
58,5.0,0.2,2.25,606.25,149.25,257.25,107.25,23.0,325.25
59,12.0,0.16666666666666666,1.7,602.2166666666666,104.4,154.9,92.1,58.7,229.3
60,16.0,0.1875,1.6923076923076923,557.3076923076923,120.15384615384616,196.69230769230768,113.3076923076923,54.76923076923077,229.84615384615384
61,33.0,0.21212121212121213,1.5769230769230769,530.6852564102563,107.84615384615384,167.1153846153846,93.42307692307692,65.1923076923077,177.84615384615384
62,26.0,0.3076923076923077,1.9444444444444444,581.7898148148148,121.0,224.38888888888889,110.11111111111111,68.77777777777777,247.66666666666666
63,7.0,0.2857142857142857,2.0,578.1,93.6,249.8,93.6,34.8,271.6
64,13.0,0.15384615384615385,2.272727272727273,571.8030303030303,115.18181818181819,252.63636363636363,101.63636363636364,27.363636363636363,334.45454545454544
65,22.0,0.3181818181818182,2.3333333333333335,517.7518518518518,138.73333333333332,277.0,105.06666666666666,50.0,292.26666666666665
66,11.0,0.09090909090909091,3.5,561.225,137.5,357.5,104.0,0.0,366.8
67,14.0,0.21428571428571427,2.727272727272727,557.1409090909091,102.63636363636364,304.09090909090907,94.27272727272727,12.363636363636363,354.1818181818182
68,28.0,0.25,2.142857142857143,562.9455026455026,142.42857142857142,230.71428571428572,101.28571428571429,47.95238095238095,296.9047619047619
69,40.0,0.25,1.7,570.1444444444444,140.1,196.46666666666667,116.8,63.666666666666664,262.8
70,33.0,0.30303030303030304,1.7391304347826086,612.2579710144928,123.30434782608695,182.1304347826087,109.1304347826087,47.52173913043478,229.47826086956522
71,29.0,0.1724137931034483,2.4166666666666665,527.8969246031746,125.5,255.79166666666666,103.625,40.833333333333336,279.0416666666667
72,16.0,0.375,1.4,601.5,117.3,166.9,103.5,73.5,197.4
73,19.0,0.3157894736842105,3.3846153846153846,522.2365384615385,121.07692307692308,354.46153846153845,95.23076923076923,10.461538461538462,427.2307692307692
74,24.0,0.20833333333333334,1.8421052631578947,567.3771929824561,128.52631578947367,197.1578947368421,106.26315789473684,53.63157894736842,207.05263157894737
75,14.0,0.14285714285714285,2.1666666666666665,579.3402777777778,102.5,216.0,94.0,47.416666666666664,293.8333333333333
76,13.0,0.38461538461538464,1.5,556.5,108.125,173.875,98.0,52.625,187.375
77,24.0,0.2916666666666667,1.5294117647058822,579.2647058823529,121.11764705882354,171.52941176470588,106.11764705882354,48.88235294117647,182.35294117647058
78,13.0,0.3076923076923077,1.2222222222222223,615.4444444444445,98.66666666666667,120.33333333333333,98.66666666666667,75.77777777777777,157.0
79,9.0,0.3333333333333333,2.6666666666666665,527.6750000000001,160.66666666666666,310.8333333333333,100.33333333333333,13.333333333333334,408.1666666666667
80,5.0,0.4,4.0,587.4629629629629,330.3333333333333,416.0,78.0,29.333333333333332,416.0
81,23.0,0.30434782608695654,1.625,522.7447916666667,109.0,176.25,88.8125,48.9375,199.8125
82,12.0,0.3333333333333333,1.375,544.75,107.0,115.25,87.25,60.25,130.125
83,13.0,0.23076923076923078,2.4,606.4516666666667,130.3,269.4,122.1,39.4,299.3
84,36.0,0.2777777777777778,1.5769230769230769,557.7307692307693,110.53846153846153,172.19230769230768,110.53846153846153,72.34615384615384,199.6153846153846
85,23.0,0.2608695652173913,2.588235294117647,519.5686274509804,142.8235294117647,322.4117647058824,99.58823529411765,36.94117647058823,340.1764705882353
86,15.0,0.4,2.0,598.7222222222222,119.88888888888889,206.22222222222223,104.11111111111111,52.666666666666664,246.55555555555554
87,18.0,0.5,2.3333333333333335,563.3835978835979,134.66666666666666,226.55555555555554,84.11111111111111,45.111111111111114,243.0
88,20.0,0.35,1.2307692307692308,563.7307692307693,99.6923076923077,129.3846153846154,99.6923076923077,94.38461538461539,144.0
89,5.0,0.4,2.0,549.0,121.0,248.33333333333334,86.66666666666667,62.666666666666664,270.3333333333333
90,14.0,0.2857142857142857,1.8,564.8,93.8,158.6,86.7,35.1,179.6
91,26.0,0.34615384615384615,1.588235294117647,518.5735294117648,116.58823529411765,177.2941176470588,111.6470588235294,65.6470588235294,187.7058823529412
92,26.0,0.23076923076923078,2.35,446.3105555555556,131.05,248.35,112.1,58.35,318.3
93,10.0,0.3,1.5714285714285714,583.5,138.42857142857142,176.85714285714286,127.28571428571429,56.714285714285715,197.85714285714286
94,8.0,0.25,1.3333333333333333,563.0,110.33333333333333,161.83333333333334,90.0,61.666666666666664,199.0
95,21.0,0.38095238095238093,1.6153846153846154,586.8589743589744,138.53846153846155,196.07692307692307,129.46153846153845,72.76923076923077,331.38461538461536
96,21.0,0.23809523809523808,1.75,489.86458333333337,138.625,177.875,97.75,30.4375,196.8125
97,4.0,0.25,2.6666666666666665,572.6333333333333,150.0,287.6666666666667,81.66666666666667,28.333333333333332,316.0
98,23.0,0.21739130434782608,2.3333333333333335,557.3874999999999,111.0,224.5,87.66666666666667,36.888888888888886,255.94444444444446
99,16.0,0.125,1.7142857142857142,672.7380952380952,137.57142857142858,186.78571428571428,114.5,66.92857142857143,201.78571428571428
100,23.0,0.34782608695652173,1.8666666666666667,619.4412698412697,128.93333333333334,207.66666666666666,109.2,71.73333333333333,219.8
101,20.0,0.45,1.6363636363636365,612.1060606060605,119.45454545454545,164.72727272727272,111.54545454545455,66.27272727272727,192.45454545454547
102,11.0,0.2727272727272727,1.875,597.8541666666667,101.625,181.875,81.625,42.0,264.875
103,28.0,0.25,1.7619047619047619,561.0595238095237,126.9047619047619,192.38095238095238,117.61904761904762,55.333333333333336,238.85714285714286
104,20.0,0.3,1.7142857142857142,577.4107142857143,146.0,168.14285714285714,97.35714285714286,51.857142857142854,216.35714285714286
105,13.0,0.23076923076923078,1.5,610.6,115.2,154.9,103.5,59.4,184.4
106,27.0,0.2222222222222222,1.5238095238095237,566.186507936508,124.57142857142857,169.95238095238096,110.28571428571429,81.19047619047619,213.0
107,15.0,0.2,2.1666666666666665,570.1555555555556,117.33333333333333,245.16666666666666,93.83333333333333,35.333333333333336,307.8333333333333
108,13.0,0.5384615384615384,1.8333333333333333,582.25,86.83333333333333,157.5,86.83333333333333,39.166666666666664,293.8333333333333
109,23.0,0.34782608695652173,1.7333333333333334,572.0233333333333,137.33333333333334,193.66666666666666,114.4,65.53333333333333,198.33333333333334
110,14.0,0.14285714285714285,1.3333333333333333,560.9444444444445,101.08333333333333,131.75,101.08333333333333,84.0,186.33333333333334
111,10.0,0.3,1.4285714285714286,590.1428571428571,103.28571428571429,168.57142857142858,103.28571428571429,64.71428571428571,226.71428571428572
112,20.0,0.3,1.7857142857142858,546.9285714285713,114.64285714285714,204.07142857142858,106.92857142857143,29.785714285714285,212.92857142857142
113,20.0,0.35,1.9230769230769231,588.9423076923077,131.46153846153845,193.30769230769232,101.61538461538461,55.30769230769231,221.15384615384616
114,21.0,0.5238095238095238,2.2,603.8083333333334,130.6,217.2,107.9,51.1,320.8
115,20.0,0.35,1.8461538461538463,565.9935897435897,154.84615384615384,196.84615384615384,119.15384615384616,65.15384615384616,206.46153846153845
116,17.0,0.29411764705882354,1.5,576.1666666666666,127.75,149.58333333333334,99.66666666666667,67.41666666666667,170.5
117,25.0,0.24,1.8421052631578947,567.4323308270677,157.89473684210526,209.05263157894737,111.78947368421052,61.0,278.4736842105263
118,14.0,0.2857142857142857,1.6,590.8666666666666,124.0,168.8,90.2,46.3,221.6
119,28.0,0.32142857142857145,1.2105263157894737,589.2368421052631,100.94736842105263,113.89473684210526,90.52631578947368,67.57894736842105,126.3157894736842
120,29.0,0.3448275862068966,1.6842105263157894,594.8631578947368,119.78947368421052,183.94736842105263,117.05263157894737,77.05263157894737,208.47368421052633
121,13.0,0.23076923076923078,1.9,540.3333333333334,174.8,217.4,118.8,32.9,244.2
122,9.0,0.1111111111111111,1.5,573.5625,119.625,198.625,119.625,50.75,269.0
123,14.0,0.35714285714285715,2.5555555555555554,591.8677248677247,205.88888888888889,284.77777777777777,105.44444444444444,23.0,512.8888888888889
124,11.0,0.2727272727272727,2.625,559.225,184.625,284.75,94.25,50.0,315.75
125,13.0,0.38461538461538464,1.875,599.2708333333334,95.125,174.875,85.125,39.125,297.0
126,6.0,0.16666666666666666,2.2,615.22,114.0,263.6,114.0,29.8,334.0
127,32.0,0.34375,2.0476190476190474,578.9174603174603,113.76190476190476,216.95238095238096,104.28571428571429,45.666666666666664,293.14285714285717
128,15.0,0.3333333333333333,1.3,586.4833333333333,117.7,143.7,111.1,96.2,167.0
129,26.0,0.38461538461538464,1.8125,592.296875,186.125,208.375,110.0625,67.8125,259.5625
130,35.0,0.5714285714285714,1.4,574.8166666666667,88.2,125.6,83.13333333333334,70.86666666666666,185.93333333333334
131,13.0,0.07692307692307693,2.6666666666666665,566.8138888888889,151.25,304.75,106.83333333333333,40.75,378.4166666666667
132,18.0,0.2222222222222222,1.2857142857142858,567.9285714285714,97.92857142857143,134.42857142857142,97.92857142857143,69.0,174.14285714285714
133,13.0,0.6153846153846154,1.4,558.1333333333333,118.0,155.2,105.4,80.6,155.2
134,18.0,0.2777777777777778,1.5384615384615385,565.7115384615385,134.07692307692307,171.0,114.61538461538461,70.76923076923077,192.23076923076923
135,3.0,0.3333333333333333,4.5,579.75,147.0,694.5,94.0,0.0,694.5
136,9.0,0.3333333333333333,2.3333333333333335,576.3055555555555,227.66666666666666,287.1666666666667,79.5,16.666666666666668,328.5
137,31.0,0.41935483870967744,2.7222222222222223,593.2891975308642,146.05555555555554,310.1111111111111,113.77777777777777,43.166666666666664,365.3333333333333
138,27.0,0.4074074074074074,1.5,607.7916666666666,93.8125,140.0,86.3125,56.6875,175.4375
139,16.0,0.25,2.1666666666666665,565.8666666666667,108.41666666666667,247.16666666666666,108.41666666666667,36.666666666666664,305.0833333333333
140,26.0,0.2692307692307692,1.368421052631579,524.2982456140351,103.42105263157895,135.3684210526316,98.26315789473684,71.52631578947368,196.6315789473684
141,19.0,0.3157894736842105,2.076923076923077,599.1217948717949,144.69230769230768,243.76923076923077,123.07692307692308,55.23076923076923,282.6923076923077
142,25.0,0.4,2.2666666666666666,530.3742857142857,115.53333333333333,246.86666666666667,100.53333333333333,69.73333333333333,260.8666666666667
143,13.0,0.07692307692307693,1.9166666666666667,551.2083333333334,120.41666666666667,188.33333333333334,104.83333333333333,40.666666666666664,348.9166666666667
144,15.0,0.2,1.6666666666666667,556.9444444444445,142.25,172.0,97.66666666666667,56.75,190.16666666666666
145,15.0,0.4,1.6666666666666667,561.2962962962963,117.11111111111111,173.33333333333334,107.33333333333333,53.888888888888886,317.0
146,18.0,0.6111111111111112,4.0,565.4204081632653,97.57142857142857,446.7142857142857,88.42857142857143,7.428571428571429,499.42857142857144
147,24.0,0.3333333333333333,1.8125,515.3645833333334,167.25,207.0625,116.5,64.875,255.8125
148,5.0,0.2,2.0,588.6875,159.25,230.25,114.75,44.5,309.5
149,25.0,0.36,1.125,589.625,104.6875,109.75,96.1875,86.0625,122.3125
