id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,5,685.4,142,551,67,0,142,8
1,0_NR,1,a,0,0,0,0,0,0,0,1
2,0_NR,2,good,4,670.75,110,433,110,0,110,4
3,0_NR,3,case,1,691,137,137,137,137,415,4
4,0_NR,4,while,3,700.3333333333334,66,313,66,0,66,5
5,0_NR,5,failing,4,685.5,97,465,97,0,97,7
6,0_NR,6,to,1,688,135,135,135,135,135,2
7,0_NR,7,provide,5,666.8,87,482,87,0,87,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,4,673,69,479,69,0,813,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,0,0,0,0,0,0,0,2
13,0_NR,13,care,5,694,267,704,136,0,368,4
14,0_NR,14,beyond,6,715.3333333333334,359,791,136,0,752,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,2,709,121,253,121,0,121,4
17,0_NR,17,basic,2,697.5,106,217,106,0,106,5
18,0_NR,18,dictums,4,674,322,467,70,0,322,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,2,639.5,105,216,105,0,105,5
21,0_NR,21,decency,3,637.6666666666666,55,232,55,0,2481,7
22,1_NR,0,beautifully,2,725.5,71,225,71,0,71,11
23,1_NR,1,crafted,3,716,140,378,140,0,211,7
24,1_NR,2,engaging,5,687.6,158,1036,158,0,158,8
25,1_NR,3,filmmaking,3,678.6666666666666,96,307,96,0,704,10
26,1_NR,4,that,0,0,0,0,0,0,0,4
27,1_NR,5,should,1,664,172,172,172,172,172,6
28,1_NR,6,attract,1,655,70,70,70,70,70,7
29,1_NR,7,upscale,1,670,225,225,225,225,225,7
30,1_NR,8,audiences,2,677.5,308,441,308,0,308,9
31,1_NR,9,hungry,2,672.5,163,250,163,0,163,6
32,1_NR,10,for,2,658,73,147,73,0,293,3
33,1_NR,11,quality,1,667,213,213,213,213,213,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,0,0,0,0,0,0,0,1
36,1_NR,14,nostalgic,6,648.8333333333334,387,667,183,0,387,9
37,1_NR,15,twisty,2,652.5,96,178,96,0,96,6
38,1_NR,16,yarn,0,0,0,0,0,0,0,4
39,1_NR,17,that,2,688,212,212,88,0,212,4
40,1_NR,18,will,1,674,99,99,99,99,99,4
41,1_NR,19,keep,0,0,0,0,0,0,0,4
42,1_NR,20,them,2,712,95,167,95,0,95,4
43,1_NR,21,guessing,2,701.5,68,208,68,0,1688,8
44,2_NR,0,bread,2,730,110,268,110,0,110,5
45,2_NR,1,My,2,698,90,288,90,0,90,2
46,2_NR,2,Sweet,5,708.4,61,439,61,0,504,5
