id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,2.6666666666666665,830.8263888888888,161.25,381.1666666666667,134.58333333333334,169.66666666666666,161.25,8
1,0_NR,1,a,1.375,874.2083333333333,94.375,133.375,94.375,101.66666666666667,255.5,1
2,0_NR,2,good,2.8181818181818183,842.1712121212121,125.0909090909091,329.3636363636364,105.72727272727273,118.5,239.1818181818182,4
3,0_NR,3,case,1.9090909090909092,872.3181818181819,164.0909090909091,262.90909090909093,114.9090909090909,114.5,261.45454545454544,4
4,0_NR,4,while,2.5,868.6388888888888,157.5,296.25,121.41666666666667,103.0,303.3333333333333,5
5,0_NR,5,failing,3.3636363636363638,846.0545454545455,182.36363636363637,422.0,113.72727272727273,131.5,219.0909090909091,7
6,0_NR,6,to,1.3333333333333333,926.3333333333334,100.33333333333333,139.16666666666666,100.33333333333333,101.75,129.16666666666666,2
7,0_NR,7,provide,2.8333333333333335,857.0021825396825,162.0,345.0833333333333,144.5,136.5,227.25,7
8,0_NR,8,a,1.5,894.9166666666666,94.5,163.0,94.5,98.66666666666667,94.5,1
9,0_NR,9,reason,2.9166666666666665,829.5222222222222,197.0,340.3333333333333,124.75,138.0,354.3333333333333,6
10,0_NR,10,for,1.25,881.375,123.75,123.75,105.0,89.66666666666667,123.75,3
11,0_NR,11,us,1.0,1199.0,142.0,142.0,142.0,142.0,142.0,2
12,0_NR,12,to,1.5,731.5,157.16666666666666,201.83333333333334,141.33333333333334,148.75,326.3333333333333,2
13,0_NR,13,care,1.8333333333333333,876.25,117.41666666666667,221.0,106.5,113.57142857142857,310.0833333333333,4
14,0_NR,14,beyond,2.1666666666666665,851.4444444444445,111.66666666666667,236.0,93.08333333333333,99.4,507.0833333333333,6
15,0_NR,15,the,1.3333333333333333,1061.0,94.66666666666667,125.33333333333333,94.66666666666667,97.0,94.66666666666667,3
16,0_NR,16,very,1.8181818181818181,830.6590909090909,132.0909090909091,213.0909090909091,108.27272727272727,108.16666666666667,349.90909090909093,4
17,0_NR,17,basic,2.0833333333333335,874.9285714285714,129.58333333333334,256.0833333333333,109.16666666666667,115.0,205.91666666666666,5
18,0_NR,18,dictums,2.6363636363636362,805.3575757575759,197.36363636363637,330.3636363636364,122.45454545454545,125.0,227.0909090909091,7
19,0_NR,19,of,1.0,958.6,120.6,120.6,120.6,120.6,120.6,2
20,0_NR,20,human,1.7272727272727273,787.2424242424241,142.27272727272728,231.54545454545453,129.9090909090909,134.2,321.6363636363636,5
21,0_NR,21,decency,1.5,885.4166666666666,145.1,190.6,137.4,120.16666666666667,1564.4,7
22,1_NR,0,beautifully,2.1666666666666665,844.8819444444445,144.91666666666666,245.58333333333334,99.25,111.0,144.91666666666666,11
23,1_NR,1,crafted,2.8333333333333335,838.8645833333334,184.5,352.0,121.25,146.66666666666666,215.83333333333334,7
24,1_NR,2,engaging,2.75,851.0916666666667,169.25,412.5,128.66666666666666,74.0,267.3333333333333,8
25,1_NR,3,filmmaking,2.5454545454545454,817.8430735930735,195.8181818181818,312.27272727272725,130.54545454545453,120.5,301.6363636363636,10
26,1_NR,4,that,1.5,721.6944444444445,134.5,167.33333333333334,121.0,119.75,134.5,4
27,1_NR,5,should,1.5,831.3958333333334,145.66666666666666,185.08333333333334,125.0,118.125,228.0,6
28,1_NR,6,attract,1.6,794.2083333333333,150.2,182.4,115.9,114.28571428571429,150.2,7
29,1_NR,7,upscale,1.6363636363636365,851.310606060606,172.9090909090909,231.0,138.8181818181818,142.0,172.9090909090909,7
30,1_NR,8,audiences,2.0,852.5208333333334,195.41666666666666,285.1666666666667,127.83333333333333,111.5,299.4166666666667,9
31,1_NR,9,hungry,1.9166666666666667,843.0625,153.16666666666666,255.33333333333334,146.08333333333334,150.85714285714286,183.66666666666666,6
32,1_NR,10,for,1.6,813.5,106.6,178.0,106.6,109.0,150.6,3
33,1_NR,11,quality,1.5454545454545454,793.9090909090909,165.8181818181818,205.54545454545453,136.63636363636363,136.66666666666666,224.54545454545453,7
34,1_NR,12,and,1.2,880.1,111.2,132.8,111.2,103.75,111.2,3
35,1_NR,13,a,1.2,709.2,103.0,124.6,103.0,106.75,103.0,1
36,1_NR,14,nostalgic,2.8181818181818183,777.7015151515152,226.45454545454547,350.6363636363636,133.45454545454547,118.33333333333333,356.0,9
37,1_NR,15,twisty,1.5454545454545454,821.4090909090909,139.72727272727272,187.72727272727272,128.36363636363637,119.71428571428571,139.72727272727272,6
38,1_NR,16,yarn,1.0,793.0,137.6,137.6,137.6,137.6,137.6,4
39,1_NR,17,that,1.8181818181818181,835.439393939394,136.27272727272728,204.72727272727272,87.9090909090909,87.66666666666667,242.1818181818182,4
