id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,1,522,232,232,232,232,232,8
1,0_NR,1,a,1,540,83,83,83,83,315,1
2,0_NR,2,good,3,554.3333333333334,96,272,96,0,96,4
3,0_NR,3,case,2,584.5,106,209,106,0,298,4
4,0_NR,4,while,3,545,58,309,58,0,912,5
5,0_NR,5,failing,5,535.6,440,523,87,0,440,7
6,0_NR,6,to,2,609.5,77,198,77,0,77,2
7,0_NR,7,provide,3,597,113,269,113,0,113,7
8,0_NR,8,a,3,563.6666666666666,82,356,82,0,82,1
9,0_NR,9,reason,4,534,189,377,119,0,189,6
10,0_NR,10,for,2,516.5,226,226,151,0,226,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,1,555,119,119,119,119,1134,2
13,0_NR,13,care,2,516,83,251,83,0,1385,4
14,0_NR,14,beyond,1,474,105,105,105,105,105,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,1,490,106,106,106,106,106,4
17,0_NR,17,basic,1,596,115,115,115,115,115,5
18,0_NR,18,dictums,4,574.5,152,301,87,0,416,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,1,566,254,254,254,254,254,5
21,0_NR,21,decency,0,0,0,0,0,0,0,7
22,1_NR,0,beautifully,3,556.3333333333334,214,314,89,0,214,11
23,1_NR,1,crafted,4,534.25,70,334,70,0,70,7
24,1_NR,2,engaging,4,550.5,99,436,99,0,99,8
25,1_NR,3,filmmaking,4,559.75,122,429,122,0,316,10
26,1_NR,4,that,1,551,156,156,156,156,156,4
27,1_NR,5,should,1,538,107,107,107,107,107,6
28,1_NR,6,attract,3,546.3333333333334,323,323,85,0,323,7
29,1_NR,7,upscale,1,554,134,134,134,134,134,7
30,1_NR,8,audiences,4,570,502,599,71,0,502,9
31,1_NR,9,hungry,4,510.75,95,404,95,0,461,6
32,1_NR,10,for,2,505.5,86,252,86,0,86,3
33,1_NR,11,quality,3,520,193,524,193,0,628,7
34,1_NR,12,and,1,524,99,99,99,99,99,3
35,1_NR,13,a,1,528,96,96,96,96,96,1
36,1_NR,14,nostalgic,5,548.8,241,550,89,0,785,9
37,1_NR,15,twisty,2,530.5,142,254,142,0,142,6
38,1_NR,16,yarn,0,0,0,0,0,0,0,4
39,1_NR,17,that,2,543.5,144,144,78,0,144,4
40,1_NR,18,will,0,0,0,0,0,0,0,4
41,1_NR,19,keep,2,547,67,160,67,0,304,4
42,1_NR,20,them,2,540.5,143,260,143,0,355,4
43,1_NR,21,guessing,2,525,160,238,160,0,1524,8
44,2_NR,0,bread,1,587,85,85,85,85,85,5
45,2_NR,1,My,2,579,109,175,109,0,109,2
46,2_NR,2,Sweet,4,602.5,62,383,62,0,643,5
47,2_NR,3,has,0,0,0,0,0,0,0,3
48,2_NR,4,so,1,626,126,126,126,126,126,2
49,2_NR,5,many,1,619,137,137,137,137,137,4
50,2_NR,6,flaws,1,599,103,103,103,103,103,5
51,2_NR,7,it,1,562,84,84,84,84,84,2
52,2_NR,8,would,2,563,138,228,138,0,138,5
53,2_NR,9,be,0,0,0,0,0,0,0,2
54,2_NR,10,easy,3,546.3333333333334,169,241,75,0,169,4
55,2_NR,11,for,2,557.5,85,161,85,0,85,3
56,2_NR,12,critics,0,0,0,0,0,0,0,7
57,2_NR,13,to,2,619,185,318,185,0,185,2
58,2_NR,14,shred,3,612.6666666666666,64,197,64,0,856,5
59,2_NR,15,it,1,640,225,225,225,225,225,2
60,3_NR,0,slow,1,631,78,78,78,78,78,4
61,3_NR,1,silly,2,602.5,111,221,111,0,111,5
62,3_NR,2,and,2,621,84,227,84,0,195,3
63,3_NR,3,unintentionally,7,612.7142857142857,104,1060,104,0,104,15
64,3_NR,4,hilarious,4,580.5,95,490,95,0,1777,9
65,4_NR,0,ultimately,5,566.8,445,744,84,0,445,10
66,4_NR,1,feels,5,576.2,64,596,64,0,64,5
67,4_NR,2,emp11111ty,11,578.6363636363636,227,1129,87,0,774,10
68,4_NR,3,and,0,0,0,0,0,0,0,3
69,4_NR,4,unsatisfying,5,585.8,240,532,90,0,240,12
70,4_NR,5,like,1,520,59,59,59,59,803,4
71,4_NR,6,swallowing,7,520.4285714285714,839,839,126,0,839,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,2,509.5,174,174,76,0,174,9
74,4_NR,9,wafer,1,524,98,98,98,98,98,5
75,4_NR,10,without,0,0,0,0,0,0,0,7
76,4_NR,11,the,3,543.3333333333334,80,304,80,0,3646,3
77,4_NR,12,wine,1,493,90,90,90,90,919,4
78,5_NR,0,exudes,5,568.8,266,599,130,0,266,6
79,5_NR,1,the,4,562,110,427,110,0,376,3
80,5_NR,2,fizz,1,571,108,108,108,108,108,4
81,5_NR,3,of,3,564.6666666666666,87,297,87,0,599,2
82,5_NR,4,a,2,556,173,251,173,0,772,1
83,5_NR,5,Busby,4,613.5,125,764,125,0,844,5
84,5_NR,6,Berkeley,3,615.3333333333334,142,369,142,0,475,8
85,5_NR,7,musical,1,587,156,156,156,156,156,7
86,5_NR,8,and,1,573,111,111,111,111,111,3
87,5_NR,9,the,1,570,104,104,104,104,104,3
88,5_NR,10,visceral,2,575,153,433,153,0,153,8
89,5_NR,11,excitement,4,579.25,59,413,59,0,846,10
90,5_NR,12,of,1,517,97,97,97,97,337,2
91,5_NR,13,a,0,0,0,0,0,0,0,1
92,5_NR,14,sports,2,512.5,87,168,87,0,87,6
93,5_NR,15,extravaganza,1,497,51,51,51,51,469,12
94,6_NR,0,the,0,0,0,0,0,0,0,3
95,6_NR,1,film,1,535,101,101,101,101,101,4
96,6_NR,2,rehashes,3,571.6666666666666,94,379,94,0,480,8
97,6_NR,3,several,4,578.5,132,517,132,0,132,7
98,6_NR,4,old,1,569,82,82,82,82,187,3
99,6_NR,5,themes,4,591.25,183,492,183,0,574,6
100,6_NR,6,and,1,576,190,190,190,190,190,3
101,6_NR,7,is,2,562,134,241,134,0,134,2
102,6_NR,8,capped,3,545.6666666666666,146,397,146,0,587,6
103,6_NR,9,with,1,523,87,87,87,87,87,4
104,6_NR,10,pointless,3,527.6666666666666,104,313,104,0,104,9
105,6_NR,11,extremes,3,541.6666666666666,86,268,86,0,581,8
106,6_NR,12,,0,0,0,0,0,0,0,0
107,6_NR,13,its,0,0,0,0,0,0,0,3
108,6_NR,14,insanely,4,573,84,499,84,0,504,8
109,6_NR,15,violent,2,569.5,78,162,78,0,78,7
110,6_NR,16,and,1,559,70,70,70,70,308,3
111,6_NR,17,very,1,570,127,127,127,127,273,4
112,6_NR,18,graphic,1,578,154,154,154,154,427,7
113,7_NR,0,ryan,0,0,0,0,0,0,0,4
114,7_NR,1,Gosling,3,558.6666666666666,229,229,62,0,229,7
115,7_NR,2,is,0,0,0,0,0,0,0,2
116,7_NR,3,in,0,0,0,0,0,0,0,2
117,7_NR,4,a,1,548,100,100,100,100,100,1
118,7_NR,5,word,1,550,67,67,67,67,67,4
119,7_NR,6,brilliant,2,568,81,183,81,0,81,9
120,7_NR,7,as,2,564.5,198,260,198,0,198,2
121,7_NR,8,the,4,548.5,104,424,104,0,104,3
122,7_NR,9,conflicted,7,549.1428571428571,156,825,81,0,260,10
123,7_NR,10,Daniel,1,584,158,158,158,158,1509,6
124,8_NR,0,if,0,0,0,0,0,0,0,2
125,8_NR,1,Deuces,2,550.5,201,201,105,0,201,6
126,8_NR,2,Wild,1,544,109,109,109,109,109,4
127,8_NR,3,had,1,580,67,67,67,67,377,3
128,8_NR,4,been,2,563,414,414,137,0,414,4
129,8_NR,5,tweaked,1,605,144,144,144,144,144,7
130,8_NR,6,up,1,622,116,116,116,116,116,2
131,8_NR,7,a,2,540.5,107,205,107,0,107,1
132,8_NR,8,notch,2,528,103,189,103,0,103,5
133,8_NR,9,it,0,0,0,0,0,0,0,2
134,8_NR,10,would,4,547.25,203,448,102,0,203,5
135,8_NR,11,have,3,507.6666666666667,97,293,97,0,538,4
136,8_NR,12,become,1,524,65,65,65,65,65,6
137,8_NR,13,a,1,520,68,68,68,68,133,1
138,8_NR,14,camp,0,0,0,0,0,0,0,4
139,8_NR,15,adventure,3,547.3333333333334,71,548,71,0,255,9
140,8_NR,16,one,1,493,69,69,69,69,141,3
141,8_NR,17,of,0,0,0,0,0,0,0,2
142,8_NR,18,those,1,537,102,102,102,102,102,5
143,8_NR,19,movies,1,550,90,90,90,90,90,6
144,8_NR,20,thats,1,569,67,67,67,67,67,5
145,8_NR,21,so,0,0,0,0,0,0,0,2
146,8_NR,22,bad,1,579,84,84,84,84,84,3
147,8_NR,23,it,0,0,0,0,0,0,0,2
148,8_NR,24,starts,0,0,0,0,0,0,0,6
149,8_NR,25,to,1,602,97,97,97,97,97,2
150,8_NR,26,become,2,593.5,75,206,75,0,708,6
151,8_NR,27,good,0,0,0,0,0,0,0,4
152,9_NR,0,the,0,0,0,0,0,0,0,3
153,9_NR,1,films,2,581.5,89,221,89,0,89,5
154,9_NR,2,stagecrafts,10,563.6,71,1125,71,0,574,11
155,9_NR,3,are,5,559,339,539,154,0,339,3
156,9_NR,4,intimate,8,539.75,141,1069,141,0,954,8
157,9_NR,5,and,1,587,125,125,125,125,447,3
158,9_NR,6,therefore,8,524.75,192,1104,128,0,861,9
159,9_NR,7,bolder,4,529.75,102,490,102,0,102,6
160,9_NR,8,than,1,559,115,115,115,115,115,4
161,9_NR,9,the,0,0,0,0,0,0,0,3
162,9_NR,10,otherwise,4,559.25,184,307,70,0,184,9
163,9_NR,11,calculated,3,565.3333333333334,273,401,162,0,273,10
