id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,3,702.6666666666666,137,434,137,0,137,8
1,0_NR,1,a,0,0,0,0,0,0,0,1
2,0_NR,2,good,4,702.5,345,705,132,0,492,4
3,0_NR,3,case,2,709.5,115,216,115,0,115,4
4,0_NR,4,while,2,703.5,127,259,127,0,852,5
5,0_NR,5,failing,2,642,195,195,114,0,195,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,2,650.5,192,192,123,0,192,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,2,661.5,314,314,105,0,314,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,1,645,190,190,190,190,190,2
13,0_NR,13,care,1,651,86,86,86,86,276,4
14,0_NR,14,beyond,1,658,132,132,132,132,132,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,2,650.5,264,264,140,0,264,4
17,0_NR,17,basic,1,757,154,154,154,154,664,5
18,0_NR,18,dictums,2,677.5,144,346,144,0,144,7
19,0_NR,19,of,1,691,163,163,163,163,163,2
20,0_NR,20,human,3,659.6666666666666,313,498,177,0,313,5
21,0_NR,21,decency,2,663,197,376,197,0,1427,7
22,1_NR,0,beautifully,2,799,173,284,173,0,173,11
23,1_NR,1,crafted,4,717.5,158,636,158,0,158,7
24,1_NR,2,engaging,6,725.6666666666666,195,1018,195,0,602,8
25,1_NR,3,filmmaking,7,689.8571428571429,169,932,169,0,457,10
26,1_NR,4,that,3,711.6666666666666,115,312,115,0,115,4
27,1_NR,5,should,4,704.25,140,613,140,0,1128,6
28,1_NR,6,attract,4,742.25,163,485,163,0,163,7
29,1_NR,7,upscale,4,782.25,186,680,186,0,186,7
30,1_NR,8,audiences,4,743.25,83,501,83,0,402,9
31,1_NR,9,hungry,6,708,169,857,169,0,169,6
32,1_NR,10,for,2,766,156,273,156,0,156,3
33,1_NR,11,quality,1,761,126,126,126,126,126,7
34,1_NR,12,and,2,747.5,141,249,141,0,141,3
35,1_NR,13,a,0,0,0,0,0,0,0,1
36,1_NR,14,nostalgic,4,728.5,155,727,155,0,296,9
37,1_NR,15,twisty,4,759,134,468,134,0,134,6
38,1_NR,16,yarn,0,0,0,0,0,0,0,4
39,1_NR,17,that,6,836.8333333333334,303,959,96,0,303,4
40,1_NR,18,will,4,829,104,443,104,0,104,4
41,1_NR,19,keep,3,765,96,454,96,0,96,4
42,1_NR,20,them,3,812,144,364,144,0,566,4
43,1_NR,21,guessing,7,892,145,1068,145,0,6867,8
