id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,2,966,116,201,116,0,116,8
1,0_NR,1,a,0,0,0,0,0,0,0,1
2,0_NR,2,good,3,999,58,269,58,0,298,4
3,0_NR,3,case,3,1014.6666666666666,107,342,107,0,107,4
4,0_NR,4,while,1,1084,87,87,87,87,87,5
5,0_NR,5,failing,2,1085,88,192,88,0,88,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,2,1062,141,287,141,0,141,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,4,1025.75,226,459,139,0,226,6
10,0_NR,10,for,1,1062,62,62,62,62,62,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,0,0,0,0,0,0,0,2
13,0_NR,13,care,2,1049.5,117,274,117,0,117,4
14,0_NR,14,beyond,3,1112,71,357,71,0,296,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,2,1098.5,104,213,104,0,104,4
17,0_NR,17,basic,2,1051,95,194,95,0,95,5
18,0_NR,18,dictums,2,995,139,229,139,0,139,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,2,941.5,122,219,122,0,122,5
21,0_NR,21,decency,1,901,106,106,106,106,1726,7
22,1_NR,0,beautifully,2,957.5,146,146,89,0,146,11
23,1_NR,1,crafted,2,957,102,231,102,0,102,7
24,1_NR,2,engaging,2,926.5,124,237,124,0,124,8
25,1_NR,3,filmmaking,1,1044,88,88,88,88,88,10
26,1_NR,4,that,1,999,101,101,101,101,101,4
27,1_NR,5,should,1,982,98,98,98,98,98,6
28,1_NR,6,attract,1,957,95,95,95,95,95,7
29,1_NR,7,upscale,1,994,146,146,146,146,146,7
30,1_NR,8,audiences,1,1066,113,113,113,113,113,9
31,1_NR,9,hungry,1,1041,127,127,127,127,127,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,1,982,188,188,188,188,188,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,1,949,97,97,97,97,97,1
36,1_NR,14,nostalgic,1,933,81,81,81,81,81,9
37,1_NR,15,twisty,1,905,116,116,116,116,116,6
38,1_NR,16,yarn,0,0,0,0,0,0,0,4
39,1_NR,17,that,1,896,80,80,80,80,80,4
40,1_NR,18,will,1,904,68,68,68,68,148,4
41,1_NR,19,keep,1,919,137,137,137,137,137,4
42,1_NR,20,them,0,0,0,0,0,0,0,4
43,1_NR,21,guessing,1,866,208,208,208,208,450,8
44,2_NR,0,bread,1,1000,117,117,117,117,117,5
45,2_NR,1,My,0,0,0,0,0,0,0,2
46,2_NR,2,Sweet,2,1089,175,345,175,0,175,5
47,2_NR,3,has,1,1094,89,89,89,89,89,3
48,2_NR,4,so,1,1067,129,129,129,129,218,2
49,2_NR,5,many,2,1084,95,195,95,0,95,4
50,2_NR,6,flaws,2,1060,76,188,76,0,76,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,2,1088,132,215,132,0,132,5
53,2_NR,9,be,1,1103,107,107,107,107,107,2
54,2_NR,10,easy,2,1107,66,320,66,0,66,4
55,2_NR,11,for,1,1117,63,63,63,63,63,3
56,2_NR,12,critics,1,1169,124,124,124,124,124,7
57,2_NR,13,to,1,1159,80,80,80,80,204,2
58,2_NR,14,shred,1,1193,251,251,251,251,251,5
59,2_NR,15,it,1,1156,73,73,73,73,792,2
60,3_NR,0,slow,2,1192.5,101,195,101,0,101,4
61,3_NR,1,silly,2,1179,85,191,85,0,186,5
62,3_NR,2,and,1,1245,86,86,86,86,86,3
63,3_NR,3,unintentionally,6,1209,394,801,190,0,394,15
64,3_NR,4,hilarious,3,1184.3333333333333,129,336,129,0,943,9
65,4_NR,0,ultimately,4,1024.75,133,498,133,0,133,10
66,4_NR,1,feels,4,1082,127,588,127,0,127,5
67,4_NR,2,emp11111ty,6,1056.5,64,778,64,0,1080,10
68,4_NR,3,and,0,0,0,0,0,0,0,3
69,4_NR,4,unsatisfying,4,998,336,623,205,0,336,12
70,4_NR,5,like,0,0,0,0,0,0,0,4
71,4_NR,6,swallowing,2,956,187,187,125,0,187,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,3,967.6666666666666,127,242,67,0,127,9
74,4_NR,9,wafer,1,1054,151,151,151,151,151,5
75,4_NR,10,without,2,1030.5,120,185,120,0,120,7
76,4_NR,11,the,0,0,0,0,0,0,0,3
77,4_NR,12,wine,1,984,114,114,114,114,1232,4
78,5_NR,0,exudes,1,1067,124,124,124,124,124,6
79,5_NR,1,the,0,0,0,0,0,0,0,3
80,5_NR,2,fizz,3,1062,124,613,124,0,383,4
81,5_NR,3,of,0,0,0,0,0,0,0,2
82,5_NR,4,a,0,0,0,0,0,0,0,1
83,5_NR,5,Busby,1,1154,107,107,107,107,107,5
84,5_NR,6,Berkeley,1,1153,106,106,106,106,106,8
85,5_NR,7,musical,1,1085,101,101,101,101,101,7
86,5_NR,8,and,1,1021,71,71,71,71,71,3
87,5_NR,9,the,0,0,0,0,0,0,0,3
88,5_NR,10,visceral,1,1034,112,112,112,112,112,8
89,5_NR,11,excitement,1,1122,127,127,127,127,127,10
90,5_NR,12,of,0,0,0,0,0,0,0,2
91,5_NR,13,a,0,0,0,0,0,0,0,1
92,5_NR,14,sports,1,1067,186,186,186,186,186,6
93,5_NR,15,extravaganza,2,945,362,362,107,0,716,12
94,6_NR,0,the,0,0,0,0,0,0,0,3
95,6_NR,1,film,1,1174,88,88,88,88,88,4
96,6_NR,2,rehashes,3,1067.3333333333333,86,381,86,0,86,8
97,6_NR,3,several,3,1090.3333333333333,127,394,127,0,127,7
98,6_NR,4,old,2,1083.5,125,216,125,0,125,3
99,6_NR,5,themes,3,1056,60,259,60,0,252,6
100,6_NR,6,and,0,0,0,0,0,0,0,3
101,6_NR,7,is,1,1026,127,127,127,127,127,2
102,6_NR,8,capped,2,1004,63,163,63,0,63,6
103,6_NR,9,with,1,919,71,71,71,71,71,4
104,6_NR,10,pointless,2,971,66,215,66,0,66,9
105,6_NR,11,extremes,3,1022.6666666666666,67,414,67,0,312,8
106,6_NR,12,,0,0,0,0,0,0,0,0
107,6_NR,13,its,0,0,0,0,0,0,0,3
108,6_NR,14,insanely,1,1066,103,103,103,103,103,8
109,6_NR,15,violent,2,1026.5,193,283,193,0,193,7
110,6_NR,16,and,0,0,0,0,0,0,0,3
111,6_NR,17,very,1,945,181,181,181,181,181,4
112,6_NR,18,graphic,2,954,183,277,183,0,1444,7
113,7_NR,0,ryan,0,0,0,0,0,0,0,4
114,7_NR,1,Gosling,5,1094.8,372,715,155,0,372,7
115,7_NR,2,is,1,1089,113,113,113,113,113,2
116,7_NR,3,in,0,0,0,0,0,0,0,2
117,7_NR,4,a,1,1101,126,126,126,126,126,1
