id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,4,934.25,119,669,119,0,119,8
1,0_NR,1,a,3,945.6666666666666,73,295,73,0,845,1
2,0_NR,2,good,0,0,0,0,0,0,0,4
3,0_NR,3,case,1,1013,106,106,106,106,106,4
4,0_NR,4,while,3,961,333,333,145,0,333,5
5,0_NR,5,failing,0,0,0,0,0,0,0,7
6,0_NR,6,to,1,921,79,79,79,79,79,2
7,0_NR,7,provide,1,906,95,95,95,95,95,7
8,0_NR,8,a,1,885,82,82,82,82,82,1
9,0_NR,9,reason,2,839.5,155,155,76,0,155,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,2,836,154,154,59,0,154,2
13,0_NR,13,care,1,856,66,66,66,66,66,4
14,0_NR,14,beyond,1,885,77,77,77,77,77,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,1,902,76,76,76,76,76,4
17,0_NR,17,basic,1,914,90,90,90,90,90,5
18,0_NR,18,dictums,1,902,131,131,131,131,131,7
19,0_NR,19,of,1,888,104,104,104,104,104,2
20,0_NR,20,human,1,875,58,58,58,58,58,5
21,0_NR,21,decency,1,859,151,151,151,151,151,7
22,1_NR,0,beautifully,2,826.5,146,146,71,0,146,11
23,1_NR,1,crafted,1,836,126,126,126,126,126,7
24,1_NR,2,engaging,3,846.3333333333334,365,365,147,0,365,8
25,1_NR,3,filmmaking,1,858,99,99,99,99,99,10
26,1_NR,4,that,1,835,121,121,121,121,121,4
27,1_NR,5,should,1,831,105,105,105,105,105,6
28,1_NR,6,attract,1,819,154,154,154,154,154,7
29,1_NR,7,upscale,2,840,192,337,192,0,192,7
30,1_NR,8,audiences,2,860,72,202,72,0,347,9
31,1_NR,9,hungry,2,862,241,241,156,0,241,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,1,840,91,91,91,91,91,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,1,833,89,89,89,89,89,1
36,1_NR,14,nostalgic,1,828,78,78,78,78,78,9
37,1_NR,15,twisty,1,803,111,111,111,111,111,6
38,1_NR,16,yarn,1,803,164,164,164,164,164,4
39,1_NR,17,that,0,0,0,0,0,0,0,4
40,1_NR,18,will,1,802,92,92,92,92,92,4
41,1_NR,19,keep,1,824,93,93,93,93,93,4
42,1_NR,20,them,1,804,111,111,111,111,111,4
43,1_NR,21,guessing,2,811.5,140,245,140,0,356,8
44,2_NR,0,bread,1,768,237,237,237,237,237,5
45,2_NR,1,My,2,773.5,54,189,54,0,426,2
46,2_NR,2,Sweet,1,826,53,53,53,53,53,5
47,2_NR,3,has,1,849,122,122,122,122,122,3
48,2_NR,4,so,1,848,83,83,83,83,83,2
49,2_NR,5,many,1,857,79,79,79,79,79,4
50,2_NR,6,flaws,1,860,50,50,50,50,50,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,1,849,99,99,99,99,99,5
53,2_NR,9,be,0,0,0,0,0,0,0,2
54,2_NR,10,easy,2,823.5,170,170,102,0,170,4
55,2_NR,11,for,0,0,0,0,0,0,0,3
56,2_NR,12,critics,1,837,133,133,133,133,133,7
57,2_NR,13,to,1,841,96,96,96,96,96,2
58,2_NR,14,shred,1,874,224,224,224,224,224,5
59,2_NR,15,it,0,0,0,0,0,0,0,2
60,3_NR,0,slow,3,883,162,329,162,0,162,4
61,3_NR,1,silly,2,903,97,150,97,0,317,5
62,3_NR,2,and,1,919,103,103,103,103,103,3
63,3_NR,3,unintentionally,3,873,121,288,121,0,121,15
64,3_NR,4,hilarious,2,871.5,139,306,139,0,473,9
65,4_NR,0,ultimately,4,938.25,84,377,84,0,84,10
66,4_NR,1,feels,3,968.6666666666666,96,301,96,0,392,5
67,4_NR,2,emp11111ty,3,913.6666666666666,243,392,130,0,390,10
68,4_NR,3,and,1,958,100,100,100,100,100,3
69,4_NR,4,unsatisfying,1,965,154,154,154,154,254,12
70,4_NR,5,like,2,915.5,161,161,110,0,161,4
71,4_NR,6,swallowing,0,0,0,0,0,0,0,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,3,891,158,246,94,0,158,9
74,4_NR,9,wafer,1,880,182,182,182,182,182,5
75,4_NR,10,without,2,932,70,183,70,0,70,7
76,4_NR,11,the,0,0,0,0,0,0,0,3
77,4_NR,12,wine,1,886,78,78,78,78,483,4
78,5_NR,0,exudes,1,831,171,171,171,171,171,6
79,5_NR,1,the,1,885,142,142,142,142,142,3
80,5_NR,2,fizz,0,0,0,0,0,0,0,4
81,5_NR,3,of,0,0,0,0,0,0,0,2
82,5_NR,4,a,0,0,0,0,0,0,0,1
83,5_NR,5,Busby,2,920,165,165,72,0,165,5
84,5_NR,6,Berkeley,1,925,92,92,92,92,92,8
85,5_NR,7,musical,2,884,134,134,70,0,134,7
86,5_NR,8,and,1,862,70,70,70,70,70,3
87,5_NR,9,the,0,0,0,0,0,0,0,3
88,5_NR,10,visceral,1,930,198,198,198,198,198,8
89,5_NR,11,excitement,1,932,124,124,124,124,124,10
90,5_NR,12,of,1,926,90,90,90,90,90,2
91,5_NR,13,a,0,0,0,0,0,0,0,1
92,5_NR,14,sports,2,906,142,142,71,0,142,6
93,5_NR,15,extravaganza,2,885.5,345,345,158,0,345,12
94,6_NR,0,the,1,839,74,74,74,74,74,3
95,6_NR,1,film,2,858.5,60,174,60,0,248,4
96,6_NR,2,rehashes,2,927.5,249,249,188,0,249,8
97,6_NR,3,several,1,931,136,136,136,136,136,7
98,6_NR,4,old,1,918,93,93,93,93,93,3
99,6_NR,5,themes,1,914,95,95,95,95,95,6
100,6_NR,6,and,1,900,92,92,92,92,92,3
101,6_NR,7,is,0,0,0,0,0,0,0,2
102,6_NR,8,capped,1,877,85,85,85,85,85,6
103,6_NR,9,with,1,850,77,77,77,77,77,4
104,6_NR,10,pointless,2,887,172,172,98,0,172,9
105,6_NR,11,extremes,2,928,238,238,179,0,238,8
106,6_NR,12,,0,0,0,0,0,0,0,0
107,6_NR,13,its,1,919,115,115,115,115,115,3
108,6_NR,14,insanely,1,901,305,305,305,305,305,8
109,6_NR,15,violent,1,890,129,129,129,129,129,7
110,6_NR,16,and,1,872,93,93,93,93,93,3
111,6_NR,17,very,1,852,181,181,181,181,181,4
112,6_NR,18,graphic,1,828,133,133,133,133,133,7
113,7_NR,0,ryan,2,895.5,103,220,103,0,103,4
114,7_NR,1,Gosling,1,933,74,74,74,74,74,7
115,7_NR,2,is,1,951,88,88,88,88,88,2
116,7_NR,3,in,0,0,0,0,0,0,0,2
117,7_NR,4,a,0,0,0,0,0,0,0,1
118,7_NR,5,word,2,959,153,153,101,0,153,4
119,7_NR,6,brilliant,0,0,0,0,0,0,0,9
120,7_NR,7,as,0,0,0,0,0,0,0,2
121,7_NR,8,the,0,0,0,0,0,0,0,3
122,7_NR,9,conflicted,2,914.5,215,215,130,0,215,10
123,7_NR,10,Daniel,1,906,282,282,282,282,399,6
124,8_NR,0,if,1,929,132,132,132,132,132,2
125,8_NR,1,Deuces,1,967,125,125,125,125,125,6
126,8_NR,2,Wild,0,0,0,0,0,0,0,4
127,8_NR,3,had,2,953,148,237,148,0,148,3
128,8_NR,4,been,1,951,104,104,104,104,193,4
129,8_NR,5,tweaked,1,936,85,85,85,85,85,7
130,8_NR,6,up,3,908,299,299,103,0,299,2
131,8_NR,7,a,1,922,75,75,75,75,374,1
132,8_NR,8,notch,1,903,149,149,149,149,149,5
133,8_NR,9,it,0,0,0,0,0,0,0,2
134,8_NR,10,would,0,0,0,0,0,0,0,5
135,8_NR,11,have,1,857,121,121,121,121,121,4
136,8_NR,12,become,1,857,116,116,116,116,116,6
137,8_NR,13,a,1,877,114,114,114,114,114,1
138,8_NR,14,camp,1,903,89,89,89,89,89,4
139,8_NR,15,adventure,1,913,100,100,100,100,100,9
140,8_NR,16,one,2,898,203,203,80,0,203,3
141,8_NR,17,of,0,0,0,0,0,0,0,2
142,8_NR,18,those,1,888,89,89,89,89,89,5
