id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,2,674,107,300,107,0,107,8
1,0_NR,1,a,1,716,74,74,74,74,181,1
2,0_NR,2,good,1,740,146,146,146,146,146,4
3,0_NR,3,case,0,0,0,0,0,0,0,4
4,0_NR,4,while,3,687.6666666666666,87,358,87,0,87,5
5,0_NR,5,failing,2,714.5,91,239,91,0,91,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,7,686.1428571428571,111,717,111,0,712,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,3,679.6666666666666,120,256,120,0,1110,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,0,0,0,0,0,0,0,2
13,0_NR,13,care,1,820,148,148,148,148,148,4
14,0_NR,14,beyond,1,625,97,97,97,97,97,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,1,789,90,90,90,90,2328,4
17,0_NR,17,basic,3,680,63,623,63,0,63,5
18,0_NR,18,dictums,3,686.3333333333334,182,318,90,0,245,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,1,681,133,133,133,133,133,5
21,0_NR,21,decency,1,630,95,95,95,95,888,7
22,1_NR,0,beautifully,2,633.5,112,260,112,0,112,11
23,1_NR,1,crafted,2,594,80,187,80,0,192,7
24,1_NR,2,engaging,1,686,74,74,74,74,74,8
25,1_NR,3,filmmaking,1,675,148,148,148,148,222,10
26,1_NR,4,that,0,0,0,0,0,0,0,4
27,1_NR,5,should,2,684,155,155,94,0,155,6
28,1_NR,6,attract,0,0,0,0,0,0,0,7
29,1_NR,7,upscale,0,0,0,0,0,0,0,7
30,1_NR,8,audiences,1,764,125,125,125,125,125,9
31,1_NR,9,hungry,1,693,77,77,77,77,77,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,2,633.5,205,205,123,0,205,7
34,1_NR,12,and,1,756,57,57,57,57,57,3
35,1_NR,13,a,0,0,0,0,0,0,0,1
36,1_NR,14,nostalgic,3,628.3333333333334,116,321,116,0,603,9
37,1_NR,15,twisty,0,0,0,0,0,0,0,6
38,1_NR,16,yarn,0,0,0,0,0,0,0,4
39,1_NR,17,that,1,623,111,111,111,111,111,4
40,1_NR,18,will,1,631,89,89,89,89,200,4
41,1_NR,19,keep,1,533,119,119,119,119,374,4
42,1_NR,20,them,1,601,92,92,92,92,92,4
43,1_NR,21,guessing,1,563,92,92,92,92,466,8
44,2_NR,0,bread,3,644.6666666666666,212,325,142,0,212,5
45,2_NR,1,My,0,0,0,0,0,0,0,2
46,2_NR,2,Sweet,1,630,290,290,290,290,290,5
47,2_NR,3,has,1,614,77,77,77,77,289,3
48,2_NR,4,so,0,0,0,0,0,0,0,2
49,2_NR,5,many,1,645,243,243,243,243,243,4
50,2_NR,6,flaws,1,616,57,57,57,57,57,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,0,0,0,0,0,0,0,5
53,2_NR,9,be,1,598,192,192,192,192,305,2
54,2_NR,10,easy,0,0,0,0,0,0,0,4
55,2_NR,11,for,0,0,0,0,0,0,0,3
56,2_NR,12,critics,1,691,103,103,103,103,103,7
57,2_NR,13,to,0,0,0,0,0,0,0,2
58,2_NR,14,shred,1,678,144,144,144,144,434,5
59,2_NR,15,it,0,0,0,0,0,0,0,2
60,3_NR,0,slow,2,671,98,204,98,0,98,4
61,3_NR,1,silly,1,670,164,164,164,164,270,5
62,3_NR,2,and,0,0,0,0,0,0,0,3
63,3_NR,3,unintentionally,3,679.6666666666666,66,521,66,0,889,15
64,3_NR,4,hilarious,0,0,0,0,0,0,0,9
65,4_NR,0,ultimately,2,605.5,192,276,192,0,192,10
66,4_NR,1,feels,2,605,126,242,126,0,126,5
67,4_NR,2,emp11111ty,3,601.3333333333334,248,441,110,0,640,10
68,4_NR,3,and,0,0,0,0,0,0,0,3
69,4_NR,4,unsatisfying,2,608.5,165,165,84,0,165,12
70,4_NR,5,like,0,0,0,0,0,0,0,4
71,4_NR,6,swallowing,1,606,104,104,104,104,104,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,2,642.5,110,190,110,0,110,9
74,4_NR,9,wafer,1,637,103,103,103,103,183,5
75,4_NR,10,without,2,625.5,75,234,75,0,1755,7
76,4_NR,11,the,0,0,0,0,0,0,0,3
77,4_NR,12,wine,0,0,0,0,0,0,0,4
78,5_NR,0,exudes,2,616.5,213,297,213,0,213,6
79,5_NR,1,the,1,573,72,72,72,72,156,3
80,5_NR,2,fizz,0,0,0,0,0,0,0,4
81,5_NR,3,of,2,587.5,91,162,91,0,91,2
82,5_NR,4,a,0,0,0,0,0,0,0,1
83,5_NR,5,Busby,5,583.8,140,739,140,0,444,5
84,5_NR,6,Berkeley,2,584.5,132,218,132,0,526,8
85,5_NR,7,musical,2,595,231,231,116,0,231,7
