id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,5,1184.6,174,762,174,0,174,8
1,0_NR,1,a,2,1056,72,162,72,0,72,1
2,0_NR,2,good,5,1177.8,52,579,52,0,798,4
3,0_NR,3,case,3,1035.6666666666667,92,440,92,0,92,4
4,0_NR,4,while,3,1151,406,406,161,0,406,5
5,0_NR,5,failing,6,964.6666666666666,315,1024,154,0,315,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,4,1046.75,324,639,183,0,324,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,5,1016.6,156,589,156,0,156,6
10,0_NR,10,for,1,1003,50,50,50,50,50,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,3,1070,194,462,194,0,194,2
13,0_NR,13,care,4,1045.5,71,441,71,0,393,4
14,0_NR,14,beyond,4,1083,184,519,184,0,184,6
15,0_NR,15,the,1,1147,107,107,107,107,107,3
16,0_NR,16,very,4,1074.75,247,506,109,0,247,4
17,0_NR,17,basic,7,1090.142857142857,293,815,133,0,293,5
18,0_NR,18,dictums,2,1016.5,230,412,230,0,230,7
19,0_NR,19,of,1,937,57,57,57,57,57,2
20,0_NR,20,human,2,984,135,248,135,0,135,5
21,0_NR,21,decency,2,965,273,372,273,0,4910,7
22,1_NR,0,beautifully,4,1085.5,164,592,86,0,164,11
23,1_NR,1,crafted,2,1164.5,139,312,139,0,139,7
24,1_NR,2,engaging,2,1189.5,118,351,118,0,524,8
25,1_NR,3,filmmaking,3,1165,388,388,132,0,388,10
26,1_NR,4,that,0,0,0,0,0,0,0,4
27,1_NR,5,should,2,1051.5,280,280,186,0,280,6
28,1_NR,6,attract,1,960,126,126,126,126,126,7
29,1_NR,7,upscale,2,977.5,229,229,83,0,229,7
30,1_NR,8,audiences,2,978.5,518,518,244,0,518,9
31,1_NR,9,hungry,1,1043,157,157,157,157,157,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,2,1008.5,297,297,165,0,297,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,0,0,0,0,0,0,0,1
36,1_NR,14,nostalgic,4,962.75,461,461,149,0,461,9
37,1_NR,15,twisty,1,939,79,79,79,79,79,6
38,1_NR,16,yarn,1,937,139,139,139,139,139,4
39,1_NR,17,that,1,967,75,75,75,75,214,4
40,1_NR,18,will,1,933,237,237,237,237,237,4
41,1_NR,19,keep,1,989,142,142,142,142,142,4
42,1_NR,20,them,0,0,0,0,0,0,0,4
43,1_NR,21,guessing,2,954,192,192,105,0,620,8
44,2_NR,0,bread,3,1078.3333333333333,135,339,135,0,135,5
45,2_NR,1,My,1,1128,55,55,55,55,190,2
46,2_NR,2,Sweet,6,1110.3333333333333,241,624,158,0,241,5
47,2_NR,3,has,1,1141,129,129,129,129,129,3
48,2_NR,4,so,5,1077.4,248,623,108,0,248,2
49,2_NR,5,many,3,1071.3333333333333,112,412,112,0,446,4
50,2_NR,6,flaws,3,1052.6666666666667,196,284,79,0,196,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,2,1033,189,322,189,0,189,5
53,2_NR,9,be,0,0,0,0,0,0,0,2
54,2_NR,10,easy,2,1032.5,114,210,114,0,114,4
55,2_NR,11,for,3,1070,115,365,115,0,115,3
56,2_NR,12,critics,3,1140,181,430,181,0,181,7
57,2_NR,13,to,3,1068.3333333333333,88,284,88,0,426,2
58,2_NR,14,shred,3,1075.3333333333333,186,340,186,0,2252,5
59,2_NR,15,it,0,0,0,0,0,0,0,2
60,3_NR,0,slow,3,1111.3333333333333,225,411,225,0,225,4
61,3_NR,1,silly,3,1135,78,239,78,0,78,5
62,3_NR,2,and,2,1035.5,59,208,59,0,59,3
63,3_NR,3,unintentionally,4,1123.75,339,460,124,0,339,15
64,3_NR,4,hilarious,5,1080.8,600,805,292,0,1481,9
65,4_NR,0,ultimately,4,1034.75,208,700,208,0,208,10
66,4_NR,1,feels,3,1020.6666666666666,62,317,62,0,62,5
67,4_NR,2,emp11111ty,9,992.4444444444445,395,1056,62,0,928,10
68,4_NR,3,and,3,997.3333333333334,296,423,165,0,600,3
69,4_NR,4,unsatisfying,4,1010.5,94,365,94,0,717,12
70,4_NR,5,like,0,0,0,0,0,0,0,4
71,4_NR,6,swallowing,2,965,368,368,194,0,368,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,4,980.75,125,428,71,0,3311,9
74,4_NR,9,wafer,1,944,120,120,120,120,120,5
75,4_NR,10,without,0,0,0,0,0,0,0,7
76,4_NR,11,the,1,961,278,278,278,278,278,3
77,4_NR,12,wine,1,983,97,97,97,97,443,4
78,5_NR,0,exudes,2,1098,129,319,129,0,129,6
79,5_NR,1,the,2,993.5,290,290,81,0,290,3
80,5_NR,2,fizz,3,1070.6666666666667,122,321,122,0,122,4
81,5_NR,3,of,1,1116,62,62,62,62,378,2
82,5_NR,4,a,2,1075,70,142,70,0,70,1
83,5_NR,5,Busby,3,1111.3333333333333,335,335,156,0,335,5
84,5_NR,6,Berkeley,4,1093.25,277,539,110,0,277,8
85,5_NR,7,musical,1,1042,160,160,160,160,160,7
86,5_NR,8,and,1,1027,186,186,186,186,186,3
87,5_NR,9,the,1,1026,124,124,124,124,124,3
88,5_NR,10,visceral,6,1090.5,1123,1376,75,0,1123,8
89,5_NR,11,excitement,5,1072,228,492,110,0,228,10
90,5_NR,12,of,0,0,0,0,0,0,0,2
91,5_NR,13,a,0,0,0,0,0,0,0,1
92,5_NR,14,sports,2,986.5,261,261,144,0,261,6
93,5_NR,15,extravaganza,3,898.6666666666666,474,474,177,0,2381,12
94,6_NR,0,the,0,0,0,0,0,0,0,3
95,6_NR,1,film,1,1018,160,160,160,160,160,4
96,6_NR,2,rehashes,5,1035.6,579,669,192,0,579,8
97,6_NR,3,several,1,1132,320,320,320,320,320,7
98,6_NR,4,old,0,0,0,0,0,0,0,3
99,6_NR,5,themes,2,1104,225,225,129,0,225,6
100,6_NR,6,and,0,0,0,0,0,0,0,3
101,6_NR,7,is,0,0,0,0,0,0,0,2
102,6_NR,8,capped,2,1100,273,273,103,0,273,6
103,6_NR,9,with,2,999,82,189,82,0,82,4
104,6_NR,10,pointless,3,1015.6666666666666,152,477,152,0,445,9
105,6_NR,11,extremes,3,992.6666666666666,224,327,121,0,466,8
106,6_NR,12,,0,0,0,0,0,0,0,0
107,6_NR,13,its,0,0,0,0,0,0,0,3
108,6_NR,14,insanely,2,987,220,220,111,0,220,8
109,6_NR,15,violent,1,936,144,144,144,144,144,7
110,6_NR,16,and,1,927,106,106,106,106,106,3
111,6_NR,17,very,0,0,0,0,0,0,0,4
112,6_NR,18,graphic,1,950,159,159,159,159,409,7
113,7_NR,0,ryan,0,0,0,0,0,0,0,4
114,7_NR,1,Gosling,5,1067.6,169,432,92,0,169,7
115,7_NR,2,is,0,0,0,0,0,0,0,2
116,7_NR,3,in,1,1077,169,169,169,169,169,2
117,7_NR,4,a,1,1044,101,101,101,101,270,1
118,7_NR,5,word,2,1090.5,132,252,132,0,522,4
119,7_NR,6,brilliant,3,1146,238,330,142,0,238,9
120,7_NR,7,as,0,0,0,0,0,0,0,2
121,7_NR,8,the,2,1095.5,187,245,187,0,187,3
122,7_NR,9,conflicted,7,1082.2857142857142,369,1052,198,0,718,10
123,7_NR,10,Daniel,2,1145,110,320,110,0,1254,6
124,8_NR,0,if,0,0,0,0,0,0,0,2
125,8_NR,1,Deuces,4,1165.5,402,533,104,0,402,6
126,8_NR,2,Wild,1,1202,131,131,131,131,131,4
127,8_NR,3,had,1,1149,163,163,163,163,163,3
128,8_NR,4,been,1,1095,201,201,201,201,201,4
129,8_NR,5,tweaked,2,1037,158,158,81,0,158,7
130,8_NR,6,up,0,0,0,0,0,0,0,2
131,8_NR,7,a,0,0,0,0,0,0,0,1
132,8_NR,8,notch,1,969,175,175,175,175,175,5
133,8_NR,9,it,0,0,0,0,0,0,0,2
134,8_NR,10,would,1,960,89,89,89,89,89,5
135,8_NR,11,have,1,990,129,129,129,129,129,4
136,8_NR,12,become,1,1043,186,186,186,186,186,6
137,8_NR,13,a,0,0,0,0,0,0,0,1
138,8_NR,14,camp,1,1023,116,116,116,116,116,4
139,8_NR,15,adventure,1,988,203,203,203,203,203,9
140,8_NR,16,one,0,0,0,0,0,0,0,3
141,8_NR,17,of,1,992,136,136,136,136,136,2
142,8_NR,18,those,0,0,0,0,0,0,0,5
143,8_NR,19,movies,2,955,317,317,152,0,317,6
144,8_NR,20,thats,0,0,0,0,0,0,0,5
145,8_NR,21,so,1,931,111,111,111,111,111,2
146,8_NR,22,bad,1,937,76,76,76,76,76,3
147,8_NR,23,it,0,0,0,0,0,0,0,2
148,8_NR,24,starts,1,1105,160,160,160,160,160,6
149,8_NR,25,to,1,1039,90,90,90,90,250,2
150,8_NR,26,become,1,1067,162,162,162,162,162,6
151,8_NR,27,good,1,1080,76,76,76,76,207,4
152,9_NR,0,the,0,0,0,0,0,0,0,3
153,9_NR,1,films,2,1043.5,126,199,126,0,126,5
154,9_NR,2,stagecrafts,10,1063,453,1238,78,0,453,11
155,9_NR,3,are,0,0,0,0,0,0,0,3
156,9_NR,4,intimate,8,1062.875,336,1286,102,0,336,8
157,9_NR,5,and,0,0,0,0,0,0,0,3
158,9_NR,6,therefore,5,1030,201,592,117,0,201,9
159,9_NR,7,bolder,6,1036.8333333333333,150,614,84,0,150,6
160,9_NR,8,than,4,990,200,701,200,0,529,4
161,9_NR,9,the,0,0,0,0,0,0,0,3
162,9_NR,10,otherwise,9,1058.6666666666667,256,973,137,0,256,9
163,9_NR,11,calculated,10,1020.7,396,1309,215,0,396,10
164,9_NR,12,artifice,9,981.5555555555555,468,1649,352,0,468,8
165,9_NR,13,that,1,863,122,122,122,122,406,4
166,9_NR,14,defines,7,1011.5714285714286,289,1107,136,0,289,7
167,9_NR,15,and,2,1019.5,101,307,101,0,2215,3
168,9_NR,16,overwhelms,6,1006.6666666666666,188,542,126,0,188,10
