id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,1,1002,111,111,111,111,111,8
1,0_NR,1,a,1,1046,104,104,104,104,104,1
2,0_NR,2,good,2,990.5,75,183,75,0,75,4
3,0_NR,3,case,1,1037,159,159,159,159,159,4
4,0_NR,4,while,3,999,151,421,151,0,322,5
5,0_NR,5,failing,1,1071,153,153,153,153,153,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,1,1093,178,178,178,178,178,7
8,0_NR,8,a,1,1083,82,82,82,82,82,1
9,0_NR,9,reason,2,1054,114,186,114,0,268,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,1,1199,142,142,142,142,142,2
12,0_NR,12,to,0,0,0,0,0,0,0,2
13,0_NR,13,care,1,1184,128,128,128,128,128,4
14,0_NR,14,beyond,1,1138,86,86,86,86,86,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,1,1086,141,141,141,141,141,4
17,0_NR,17,basic,1,1047,104,104,104,104,104,5
18,0_NR,18,dictums,1,1027,119,119,119,119,119,7
19,0_NR,19,of,1,1007,155,155,155,155,155,2
20,0_NR,20,human,1,992,70,70,70,70,70,5
21,0_NR,21,decency,1,955,87,87,87,87,480,7
22,1_NR,0,beautifully,1,943,122,122,122,122,122,11
23,1_NR,1,crafted,1,926,142,142,142,142,142,7
24,1_NR,2,engaging,2,904.5,116,256,116,0,116,8
25,1_NR,3,filmmaking,2,883.5,215,215,142,0,215,10
26,1_NR,4,that,0,0,0,0,0,0,0,4
27,1_NR,5,should,1,862,178,178,178,178,178,6
28,1_NR,6,attract,1,876,127,127,127,127,127,7
29,1_NR,7,upscale,1,930,134,134,134,134,134,7
30,1_NR,8,audiences,1,968,148,148,148,148,148,9
31,1_NR,9,hungry,1,952,319,319,319,319,319,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,2,937,199,199,92,0,199,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,1,947,145,145,145,145,145,1
36,1_NR,14,nostalgic,1,936,196,196,196,196,341,9
37,1_NR,15,twisty,1,942,126,126,126,126,126,6
38,1_NR,16,yarn,1,1002,134,134,134,134,134,4
39,1_NR,17,that,2,1006,67,164,67,0,298,4
40,1_NR,18,will,0,0,0,0,0,0,0,4
41,1_NR,19,keep,1,982,100,100,100,100,100,4
42,1_NR,20,them,0,0,0,0,0,0,0,4
43,1_NR,21,guessing,1,958,95,95,95,95,235,8
44,2_NR,0,bread,1,930,125,125,125,125,125,5
45,2_NR,1,My,1,898,51,51,51,51,176,2
46,2_NR,2,Sweet,2,986.5,124,262,124,0,124,5
47,2_NR,3,has,1,1009,133,133,133,133,133,3
48,2_NR,4,so,1,1007,97,97,97,97,97,2
49,2_NR,5,many,0,0,0,0,0,0,0,4
50,2_NR,6,flaws,2,957.5,168,168,95,0,168,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,1,923,114,114,114,114,114,5
53,2_NR,9,be,0,0,0,0,0,0,0,2
54,2_NR,10,easy,1,901,77,77,77,77,77,4
55,2_NR,11,for,0,0,0,0,0,0,0,3
56,2_NR,12,critics,2,978.5,160,160,65,0,160,7
57,2_NR,13,to,0,0,0,0,0,0,0,2
58,2_NR,14,shred,1,985,135,135,135,135,273,5
59,2_NR,15,it,0,0,0,0,0,0,0,2
60,3_NR,0,slow,2,949.5,173,173,84,0,173,4
61,3_NR,1,silly,2,963,105,275,105,0,105,5
62,3_NR,2,and,1,976,87,87,87,87,257,3
63,3_NR,3,unintentionally,3,944,303,502,225,0,303,15
64,3_NR,4,hilarious,1,924,183,183,183,183,639,9
65,4_NR,0,ultimately,3,1017.3333333333334,187,356,128,0,187,10
66,4_NR,1,feels,1,1138,184,184,184,184,184,5
67,4_NR,2,emp11111ty,2,1099.5,229,229,110,0,229,10
68,4_NR,3,and,0,0,0,0,0,0,0,3
69,4_NR,4,unsatisfying,3,982.6666666666666,309,309,73,0,309,12
70,4_NR,5,like,1,923,74,74,74,74,74,4
71,4_NR,6,swallowing,1,915,83,83,83,83,157,10
72,4_NR,7,a,0,0,0,0,0,0,0,1
73,4_NR,8,Communion,4,971.5,75,352,75,0,1253,9
74,4_NR,9,wafer,1,892,93,93,93,93,93,5
75,4_NR,10,without,2,926,64,153,64,0,411,7
