id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,3,330.6666666666667,178,293,94,0,178,8
1,0_NR,1,a,1,357,65,65,65,65,243,1
2,0_NR,2,good,1,317,91,91,91,91,91,4
3,0_NR,3,case,2,338.5,77,166,77,0,411,4
4,0_NR,4,while,3,297.3333333333333,190,426,190,0,190,5
5,0_NR,5,failing,6,293,171,891,112,0,171,7
6,0_NR,6,to,0,0,0,0,0,0,0,2
7,0_NR,7,provide,2,277.5,99,225,99,0,99,7
8,0_NR,8,a,0,0,0,0,0,0,0,1
9,0_NR,9,reason,4,279.25,436,605,117,0,436,6
10,0_NR,10,for,0,0,0,0,0,0,0,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,1,322,124,124,124,124,124,2
13,0_NR,13,care,1,324,69,69,69,69,193,4
14,0_NR,14,beyond,2,307.5,68,169,68,0,362,6
15,0_NR,15,the,0,0,0,0,0,0,0,3
16,0_NR,16,very,1,297,90,90,90,90,90,4
17,0_NR,17,basic,1,297,99,99,99,99,99,5
18,0_NR,18,dictums,3,294,140,376,140,0,140,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,2,309,103,385,103,0,2076,5
21,0_NR,21,decency,0,0,0,0,0,0,0,7
22,1_NR,0,beautifully,2,365.5,150,150,59,0,150,11
23,1_NR,1,crafted,2,305.5,108,211,108,0,108,7
24,1_NR,2,engaging,2,294,107,368,107,0,471,8
25,1_NR,3,filmmaking,2,308.5,211,211,126,0,211,10
26,1_NR,4,that,1,294,101,101,101,101,101,4
27,1_NR,5,should,1,286,79,79,79,79,79,6
28,1_NR,6,attract,1,277,109,109,109,109,109,7
29,1_NR,7,upscale,1,288,126,126,126,126,126,7
30,1_NR,8,audiences,2,279,69,179,69,0,305,9
31,1_NR,9,hungry,2,289.5,114,256,114,0,114,6
32,1_NR,10,for,0,0,0,0,0,0,0,3
33,1_NR,11,quality,1,276,114,114,114,114,114,7
34,1_NR,12,and,0,0,0,0,0,0,0,3
35,1_NR,13,a,2,289,88,196,88,0,88,1
36,1_NR,14,nostalgic,2,288.5,233,233,155,0,341,9
37,1_NR,15,twisty,1,304,125,125,125,125,125,6
38,1_NR,16,yarn,1,288,76,76,76,76,76,4
39,1_NR,17,that,1,300,86,86,86,86,162,4
40,1_NR,18,will,0,0,0,0,0,0,0,4
41,1_NR,19,keep,2,300.5,95,194,95,0,356,4
42,1_NR,20,them,1,281,115,115,115,115,115,4
43,1_NR,21,guessing,2,286,229,229,127,0,371,8
44,2_NR,0,bread,1,312,317,317,317,317,317,5
45,2_NR,1,My,1,328,60,60,60,60,377,2
46,2_NR,2,Sweet,1,299,83,83,83,83,83,5
47,2_NR,3,has,3,295.3333333333333,211,323,101,0,211,3
48,2_NR,4,so,1,276,78,78,78,78,78,2
49,2_NR,5,many,2,301.5,128,217,128,0,128,4
50,2_NR,6,flaws,0,0,0,0,0,0,0,5
51,2_NR,7,it,0,0,0,0,0,0,0,2
52,2_NR,8,would,1,268,77,77,77,77,77,5
53,2_NR,9,be,2,282.5,76,176,76,0,76,2
54,2_NR,10,easy,3,309.3333333333333,125,356,125,0,225,4
55,2_NR,11,for,1,288,125,125,125,125,445,3
56,2_NR,12,critics,1,319,127,127,127,127,127,7
57,2_NR,13,to,1,347,82,82,82,82,209,2
58,2_NR,14,shred,4,303.25,317,526,109,0,638,5
59,2_NR,15,it,0,0,0,0,0,0,0,2
60,3_NR,0,slow,1,323,108,108,108,108,108,4
61,3_NR,1,silly,4,332,280,538,100,0,280,5
62,3_NR,2,and,1,330,63,63,63,63,343,3
63,3_NR,3,unintentionally,6,307,482,1598,369,0,1447,15
64,3_NR,4,hilarious,2,310.5,212,212,107,0,729,9
65,4_NR,0,ultimately,6,336.8333333333333,141,727,55,0,141,10
66,4_NR,1,feels,3,329.6666666666667,107,264,107,0,502,5
67,4_NR,2,emp11111ty,13,300.3076923076923,86,1651,86,0,1095,10
68,4_NR,3,and,1,377,87,87,87,87,1182,3
