id,Sent_ID,Word_ID,Word,nFixations,meanPupilSize,GD,TRT,FFD,SFD,GPT,WordLen
0,0_NR,0,presents,3,893.3333333333334,331,433,170,0,331,8
1,0_NR,1,a,0,0,0,0,0,0,0,1
2,0_NR,2,good,2,887.5,84,268,84,0,84,4
3,0_NR,3,case,3,934.6666666666666,669,790,128,0,669,4
4,0_NR,4,while,2,936.5,135,187,135,0,135,5
5,0_NR,5,failing,2,914,145,225,145,0,145,7
6,0_NR,6,to,2,990.5,118,230,118,0,118,2
7,0_NR,7,provide,3,972.3333333333334,337,561,337,0,519,7
8,0_NR,8,a,1,1048,132,132,132,132,132,1
9,0_NR,9,reason,2,939,205,284,205,0,205,6
10,0_NR,10,for,1,944,157,157,157,157,157,3
11,0_NR,11,us,0,0,0,0,0,0,0,2
12,0_NR,12,to,1,961,162,162,162,162,162,2
13,0_NR,13,care,2,979,76,187,76,0,349,4
14,0_NR,14,beyond,2,1000,57,205,57,0,554,6
15,0_NR,15,the,2,943,90,182,90,0,90,3
16,0_NR,16,very,4,953.5,68,459,68,0,68,4
17,0_NR,17,basic,4,990.5,193,419,108,0,599,5
18,0_NR,18,dictums,5,928.6,329,652,59,0,329,7
19,0_NR,19,of,0,0,0,0,0,0,0,2
20,0_NR,20,human,3,932,116,310,116,0,116,5
21,0_NR,21,decency,1,949,133,133,133,133,1793,7
22,1_NR,0,beautifully,4,912.25,230,497,108,0,230,11
23,1_NR,1,crafted,8,938.375,812,1005,53,0,1005,7
24,1_NR,2,engaging,2,974,259,259,111,0,259,8
25,1_NR,3,filmmaking,3,940,471,471,167,0,471,10
26,1_NR,4,that,2,939.5,213,213,132,0,213,4
27,1_NR,5,should,1,945,96,96,96,96,96,6
28,1_NR,6,attract,1,939,119,119,119,119,119,7
29,1_NR,7,upscale,3,923.6666666666666,301,301,72,0,301,7
30,1_NR,8,audiences,2,946,195,195,89,0,195,9
31,1_NR,9,hungry,1,987,89,89,89,89,89,6
32,1_NR,10,for,1,926,105,105,105,105,105,3
33,1_NR,11,quality,2,941,110,216,110,0,321,7
